frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
584,1.024e+06,2,64,1,-1,0.2096,0.0006,0.2678,0.002048,8.0096,9.7736,102.316,""
585,1.024e+06,2,64,1,-1,0.1985,0.0006,0.2853,0.003072,8.1497,9.6971,103.124,""
586,1.024e+06,2,64,1,-1,0.2186,0.0007,0.3151,0.002048,8.7392,9.9237,100.769,""
587,1.024e+06,2,64,1,-1,0.2102,0.0008,0.8499,0.003072,8.8026,9.9872,100.128,""
588,1.024e+06,2,64,1,-1,0.1748,0.0005,0.2159,0.003072,8.8977,10.0874,99.1336,""
589,1.024e+06,2,64,1,-1,0.4209,0.0006,0.2678,0.002048,8.5031,10.0241,99.7596,""
590,1.024e+06,2,64,1,-1,0.1563,0.0006,0.2241,0.003072,9.157,10.0153,99.8472,""
591,1.024e+06,2,64,1,-1,0.2084,0.0006,0.2582,0.002048,8.7484,10.1512,98.5105,""
592,1.024e+06,2,64,1,-1,0.2481,0.0008,0.2685,0.003968,8.101,10.1699,98.3294,""
593,1.024e+06,2,64,1,-1,0.1848,0.0007,0.2533,0.003072,8.8871,10.3307,96.7989,""
594,1.024e+06,2,64,1,-1,0.219,0.0007,0.2753,0.002048,8.3874,10.2792,97.2838,""
595,1.024e+06,2,64,1,-1,0.1925,0.0006,0.2407,0.004096,8.8949,10.3118,96.9763,""
596,1.024e+06,2,64,1,-1,0.2207,0.0007,0.2575,0.003072,9.236,10.5521,94.7679,""
597,1.024e+06,2,64,1,-1,0.2124,0.0008,0.3239,0.002048,9.3212,10.5125,95.1249,""
598,1.024e+06,2,64,1,-1,0.1707,0.0005,0.2321,0.003072,9.2897,10.5185,95.0706,""
599,1.024e+06,2,64,1,-1,0.152,0.0006,0.1931,0.004096,9.8609,10.8012,92.5823,""
600,1.024e+06,2,64,1,-1,0.191,0.0007,0.2435,0.002944,9.8894,10.751,93.0146,""
601,1.024e+06,2,64,1,-1,0.1576,0.0006,0.1752,0.002048,9.7411,10.8299,92.337,""
602,1.024e+06,2,64,1,-1,0.1479,0.0005,0.1836,0.003072,9.8831,10.9426,91.386,""
603,1.024e+06,2,64,1,-1,0.2031,0.0006,0.2576,0.003072,9.498,11.2481,88.9039,""
604,1.024e+06,2,64,1,-1,0.1815,0.0005,0.1863,0.004096,10.2002,11.3907,87.7909,""
605,1.024e+06,2,64,1,-1,0.1996,0.0008,0.2503,0.002048,10.2337,11.4227,87.545,""
606,1.024e+06,2,64,1,-1,0.2412,0.0008,0.2931,0.002048,9.726,11.3757,87.9067,""
607,1.024e+06,2,64,1,-1,0.1751,0.0006,0.2154,0.003072,10.3438,11.5089,86.8893,""
608,1.024e+06,2,64,1,-1,0.181,0.0006,0.2272,0.002048,10.623,11.7507,85.1013,""
609,1.024e+06,2,64,1,-1,0.1597,0.0005,0.2101,0.002048,10.5709,11.9372,83.7717,""
610,1.024e+06,2,64,1,-1,0.1443,0.0006,0.1715,0.003072,10.7555,12.1752,82.1342,""
611,1.024e+06,2,64,1,-1,0.1718,0.0007,0.2132,0.002048,10.6989,12.1381,82.3852,""
612,1.024e+06,2,64,1,-1,0.1784,0.0007,0.2286,0.002048,10.9407,12.2007,81.9625,""
613,1.024e+06,2,64,1,-1,0.2056,0.0007,0.2463,0.003072,11.0937,12.5827,79.4742,""
614,1.024e+06,2,64,1,-1,0.1809,0.0006,0.2734,0.003072,11.5129,12.6089,79.3091,""
615,1.024e+06,2,64,1,-1,0.2319,0.0008,0.2555,0.003072,11.3218,12.664,78.964,""
616,1.024e+06,2,64,1,-1,0.1639,0.0007,0.1949,0.003072,11.8251,12.7594,78.3736,""
617,1.024e+06,2,64,1,-1,0.1871,0.0006,0.2252,0.003072,11.3891,12.592,79.4155,""
618,1.024e+06,2,64,1,-1,0.1812,0.0008,0.2214,0.003072,11.2436,12.4258,80.4777,""
619,1.024e+06,2,64,1,-1,0.1749,0.0006,0.2175,0.002048,10.8895,12.1946,82.0035,""
620,1.024e+06,2,64,1,-1,0.1994,0.0006,0.2666,0.003072,10.4056,12.1228,82.4892,""
621,1.024e+06,2,64,1,-1,0.1796,0.0006,0.2342,0.002048,10.7683,12.0658,82.8789,""
622,1.024e+06,2,64,1,-1,0.1966,0.0007,0.2393,0.002048,10.7518,11.8865,84.1291,""
623,1.024e+06,2,64,1,-1,0.1765,0.0005,0.2672,0.002048,10.3721,11.7592,85.0398,""
624,1.024e+06,2,64,1,-1,0.1772,0.0005,0.1948,0.002048,10.5707,11.7282,85.2646,""
625,1.024e+06,2,64,1,-1,0.1702,0.0006,0.1879,0.003072,11.391,12.5168,79.8926,""
626,1.024e+06,2,64,1,-1,0.1503,0.0006,0.1594,0.002912,10.8459,11.8208,84.5966,""
627,1.024e+06,2,64,1,-1,0.1607,0.0008,0.195,0.002048,10.5972,11.4289,87.4975,""
628,1.024e+06,2,64,1,-1,0.1541,0.0006,0.2152,0.002912,10.5183,11.3875,87.8156,""
629,1.024e+06,2,64,1,-1,0.1712,0.0006,0.2102,0.003072,10.5551,11.527,86.7528,""
630,1.024e+06,2,64,1,-1,0.1614,0.0006,0.159,0.004096,10.6222,11.5129,86.8591,""
631,1.024e+06,2,64,1,-1,0.2278,0.0008,0.3621,0.003072,10.0557,11.5439,86.6258,""
632,1.024e+06,2,64,1,-1,0.1793,0.0007,0.2428,0.004032,10.423,11.4797,87.1103,""
633,1.024e+06,2,64,1,-1,0.1782,0.0007,0.2076,0.003072,10.4405,11.4024,87.7008,""
634,1.024e+06,2,64,1,-1,0.1664,0.0006,0.1977,0.002048,9.935,11.2854,88.6101,""
635,1.024e+06,2,64,1,-1,0.1448,0.0005,0.2126,0.002048,10.2282,11.2261,89.0781,""
636,1.024e+06,2,64,1,-1,0.1744,0.0006,0.2441,0.004096,9.6278,11.1565,89.6338,""
637,1.024e+06,2,64,1,-1,0.1375,0.0005,0.1629,0.003072,10.0976,11.3147,88.3806,""
638,1.024e+06,2,64,1,-1,0.1689,0.0006,0.2214,0.003072,10.2591,11.4406,87.408,""
639,1.024e+06,2,64,1,-1,0.2169,0.0007,0.2529,0.003072,9.6789,11.4797,87.1103,""
640,1.024e+06,2,64,1,-1,0.2092,0.0007,0.2643,0.003072,10.3037,11.6208,86.0526,""
641,1.024e+06,2,64,1,-1,0.2254,0.0007,0.2638,0.003072,10.4185,11.5461,86.6093,""
642,1.024e+06,2,64,1,-1,0.213,0.0007,0.258,0.002048,9.9345,11.2776,88.6713,""
643,1.024e+06,2,64,1,-1,0.1918,0.0007,0.2631,0.002048,9.7135,11.3982,87.7332,""
644,1.024e+06,2,64,1,-1,0.1606,0.0006,0.2244,0.002048,10.4189,11.4701,87.1832,""
645,1.024e+06,2,64,1,-1,0.2771,0.0007,0.3153,0.002048,10.452,11.8017,84.7336,""
646,1.024e+06,2,64,1,-1,0.2121,0.0007,0.2669,0.002944,9.961,11.8526,84.3697,""
647,1.024e+06,2,64,1,-1,0.212,0.0006,0.2673,0.002048,10.0324,11.9404,83.7493,""
648,1.024e+06,2,64,1,-1,0.1574,0.0006,0.1989,0.002048,10.8331,11.906,83.9913,""
649,1.024e+06,2,64,1,-1,0.2151,0.0006,0.3218,0.002976,10.791,12.0572,82.938,""
650,1.024e+06,2,64,1,-1,0.2116,0.0007,0.3247,0.003072,10.2103,11.8916,84.093,""
651,1.024e+06,2,64,1,-1,0.1797,0.0006,0.1998,0.002048,10.8748,11.9541,83.6533,""
652,1.024e+06,2,64,1,-1,0.2042,0.0005,0.2803,0.002912,10.5243,11.7946,84.7846,""
653,1.024e+06,2,64,1,-1,0.2516,0.0008,0.2667,0.002048,10.0795,11.9311,83.8146,""
654,1.024e+06,2,64,1,-1,0.249,0.0008,0.3398,0.004096,10.2593,12.1061,82.603,""
655,1.024e+06,2,64,1,-1,0.1673,0.0005,0.1816,0.003072,11.0353,12.2162,81.8585,""
656,1.024e+06,2,64,1,-1,0.2544,0.0006,0.333,0.003072,10.6144,12.229,81.7728,""
657,1.024e+06,2,64,1,-1,0.2153,0.0008,0.255,0.003072,10.5277,12.4167,80.5367,""
658,1.024e+06,2,64,1,-1,0.15,0.0006,0.1846,0.004096,11.5309,12.5376,79.7601,""
659,1.024e+06,2,64,1,-1,0.1455,0.0007,0.2132,0.002048,11.6426,12.5918,79.4168,""
660,1.024e+06,2,64,1,-1,0.1595,0.0008,0.2299,0.002048,11.7135,12.5864,79.4508,""
661,1.024e+06,2,64,1,-1,0.1654,0.0006,0.2625,0.003072,11.6102,12.8626,77.7448,""
662,1.024e+06,2,64,1,-1,0.1977,0.0007,0.2266,0.003904,11.8419,13.0875,76.4088,""
663,1.024e+06,2,64,1,-1,0.185,0.0006,0.2924,0.00512,11.7035,13.1018,76.3254,""
664,1.024e+06,2,64,1,-1,0.1912,0.0006,0.2478,0.004,11.4444,13.2051,75.7283,""
665,1.024e+06,2,64,1,-1,0.167,0.0008,0.2439,0.004096,12.5134,13.5767,73.6556,""
666,1.024e+06,2,64,1,-1,0.2066,0.0006,0.2905,0.003072,12.3996,13.7768,72.5858,""
667,1.024e+06,2,64,1,-1,0.1328,0.0006,0.1561,0.004096,12.9159,13.683,73.0834,""
668,1.024e+06,2,64,1,-1,0.1553,0.0005,0.1755,0.002048,13.0268,14.0022,71.4173,""
669,1.024e+06,2,64,1,-1,0.23,0.0011,0.2806,0.004032,12.3058,14.1339,70.7519,""
670,1.024e+06,2,64,1,-1,0.1744,0.0007,0.2107,0.003072,13.4462,14.638,68.3153,""
671,1.024e+06,2,64,1,-1,0.1488,0.0007,0.2596,0.002048,13.7124,14.495,68.9893,""
672,1.024e+06,2,64,1,-1,0.1644,0.0005,0.2119,0.004096,13.4397,14.524,68.8516,""
673,1.024e+06,2,64,1,-1,0.1707,0.0006,0.177,0.003072,13.3509,14.5405,68.7734,""
674,1.024e+06,2,64,1,-1,0.1645,0.0006,0.2306,0.004064,13.4923,14.5818,68.5786,""
675,1.024e+06,2,64,1,-1,0.175,0.0007,0.2118,0.004096,13.7408,14.627,68.3667,""
676,1.024e+06,2,64,1,-1,0.1809,0.0006,0.2539,0.002048,13.842,14.6832,68.105,""
677,1.024e+06,2,64,1,-1,0.1484,0.0007,0.1766,0.003072,12.9778,14.207,70.3878,""
678,1.024e+06,2,64,1,-1,0.1926,0.0006,0.2106,0.004096,13.0275,14.2085,70.3804,""
679,1.024e+06,2,64,1,-1,0.2417,0.0007,0.2777,0.004096,12.4963,13.9128,71.8763,""
680,1.024e+06,2,64,1,-1,0.2124,0.0007,0.244,0.003072,11.9951,13.9314,71.7803,""
681,1.024e+06,2,64,1,-1,0.1907,0.0006,0.2925,0.004032,12.7496,13.5961,73.5505,""
682,1.024e+06,2,64,1,-1,0.1766,0.0006,0.2003,0.002048,12.732,13.5939,73.5624,""
683,1.024e+06,2,64,1,-1,0.1556,0.0007,0.1691,0.003072,12.3078,13.3868,74.7005,""
684,1.024e+06,2,64,1,-1,0.2013,0.0008,0.2461,0.004096,11.7621,13.1682,75.9405,""
685,1.024e+06,2,64,1,-1,0.2005,0.0005,0.2326,0.002976,12.2288,13.2314,75.5778,""
686,1.024e+06,2,64,1,-1,0.1743,0.0006,0.2265,0.003072,11.46,12.6945,78.7743,""
687,1.024e+06,2,64,1,-1,0.1715,0.0006,0.2185,0.003072,11.0777,12.4322,80.4363,""
688,1.024e+06,2,64,1,-1,0.1582,0.0005,0.2068,0.004096,10.9246,12.3213,81.1603,""
689,1.024e+06,2,64,1,-1,0.193,0.0006,0.2211,0.003072,10.9344,12.4514,80.3123,""
690,1.024e+06,2,64,1,-1,0.2138,0.0005,0.2371,0.003072,10.8343,12.4863,80.0878,""
691,1.024e+06,2,64,1,-1,0.1456,0.0006,0.207,0.004096,11.2862,12.3033,81.279,""
692,1.024e+06,2,64,1,-1,0.1536,0.0006,0.1974,0.004096,11.0463,12.2895,81.3703,""
693,1.024e+06,2,64,1,-1,0.1728,0.0007,0.2107,0.003072,11.1878,12.2915,81.357,""
694,1.024e+06,2,64,1,-1,0.1373,0.0005,0.1717,0.003072,11.1749,12.3271,81.1221,""
695,1.024e+06,2,64,1,-1,0.1577,0.0006,0.196,0.004,11.1387,12.2478,81.6473,""
696,1.024e+06,2,64,1,-1,0.1566,0.0006,0.2059,0.003968,11.4703,12.3641,80.8793,""
697,1.024e+06,2,64,1,-1,0.1751,0.0006,0.2159,0.004096,11.1769,12.4735,80.17,""
698,1.024e+06,2,64,1,-1,0.1679,0.0005,0.2731,0.003872,11.8316,12.9728,77.0844,""
699,1.024e+06,2,64,1,-1,0.1822,0.0005,0.2339,0.003072,11.1195,12.6447,79.0845,""
700,1.024e+06,2,64,1,-1,0.1617,0.0005,0.2444,0.003072,11.1794,12.5605,79.6147,""
701,1.024e+06,2,64,1,-1,0.1356,0.0005,0.1569,0.003072,11.651,12.6077,79.3166,""
702,1.024e+06,2,64,1,-1,0.1233,0.0005,0.1568,0.004096,11.7046,12.7371,78.5108,""
703,1.024e+06,2,64,1,-1,0.1316,0.0006,0.179,0.003936,12.0629,12.8856,77.606,""
704,1.024e+06,2,64,1,-1,0.156,0.0006,0.2097,0.003072,11.7391,12.9489,77.2266,""
705,1.024e+06,2,64,1,-1,0.1738,0.0008,0.2173,0.003072,12.1703,13.3946,74.657,""
706,1.024e+06,2,64,1,-1,0.1412,0.0005,0.1713,0.003072,12.387,13.4652,74.2655,""
707,1.024e+06,2,64,1,-1,0.1744,0.0007,0.2274,0.004032,12.1223,13.3704,74.7921,""
708,1.024e+06,2,64,1,-1,0.1649,0.0005,0.1979,0.003072,12.0576,13.2261,75.6081,""
709,1.024e+06,2,64,1,-1,0.199,0.0007,0.2794,0.004096,11.7848,13.3369,74.9799,""
710,1.024e+06,2,64,1,-1,0.174,0.0005,0.227,0.003904,12.698,13.5167,73.9826,""
711,1.024e+06,2,64,1,-1,0.1403,0.0009,0.1742,0.004096,12.6015,13.7992,72.468,""
712,1.024e+06,2,64,1,-1,0.1383,0.0006,0.167,0.003072,12.8972,13.7173,72.9006,""
713,1.024e+06,2,64,1,-1,0.1397,0.0005,0.1736,0.004096,13.0581,13.8427,72.2402,""
714,1.024e+06,2,64,1,-1,0.1703,0.0006,0.2252,0.003072,13.2119,14.3473,69.6995,""
715,1.024e+06,2,64,1,-1,0.1983,0.0006,0.2687,0.004064,12.8015,14.3208,69.8285,""
716,1.024e+06,2,64,1,-1,0.1413,0.0005,0.1654,0.004096,14.0053,15.1223,66.1275,""
717,1.024e+06,2,64,1,-1,0.1829,0.0006,0.221,0.004096,13.3581,14.5293,68.8264,""
718,1.024e+06,2,64,1,-1,0.2117,0.0008,0.275,0.003968,13.7499,15.0282,66.5416,""
719,1.024e+06,2,64,1,-1,0.171,0.0007,0.2289,0.003072,13.7108,14.8843,67.1849,""
720,1.024e+06,2,64,1,-1,0.2198,0.0006,0.2691,0.004032,14.0929,15.8944,62.9152,""
721,1.024e+06,2,64,1,-1,0.1851,0.0006,0.2424,0.003072,13.9003,15.3873,64.9887,""
722,1.024e+06,2,64,1,-1,0.1416,0.0005,0.2075,0.003072,14.6235,15.5165,64.4475,""
723,1.024e+06,2,64,1,-1,0.1445,0.0006,0.1731,0.003072,14.3439,15.6872,63.7462,""
724,1.024e+06,2,64,1,-1,0.2112,0.0007,0.2991,0.003968,14.7731,15.8482,63.0986,""
725,1.024e+06,2,64,1,-1,0.1694,0.0006,0.2293,0.003936,14.76,15.881,62.9683,""
726,1.024e+06,2,64,1,-1,0.1448,0.0006,0.1713,0.003072,14.827,15.9695,62.6194,""
727,1.024e+06,2,64,1,-1,0.1486,0.0005,0.1749,0.003968,15.1274,15.9854,62.5571,""
728,1.024e+06,2,64,1,-1,0.143,0.0005,0.1738,0.003072,14.8973,15.8697,63.0132,""
729,1.024e+06,2,64,1,-1,0.1398,0.0005,0.1729,0.004064,14.4927,15.7894,63.3336,""
730,1.024e+06,2,64,1,-1,0.1455,0.0005,0.1847,0.003072,14.3716,15.6122,64.0525,""
731,1.024e+06,2,64,1,-1,0.1809,0.0006,0.2376,0.003072,14.2302,15.388,64.9857,""
732,1.024e+06,2,64,1,-1,0.1704,0.0007,0.2414,0.004096,13.9822,15.2414,65.6108,""
733,1.024e+06,2,64,1,-1,0.1948,0.0006,0.3021,0.003072,13.7909,15.3587,65.1097,""
734,1.024e+06,2,64,1,-1,0.1895,0.0009,0.2149,0.003072,13.1558,14.8406,67.3827,""
735,1.024e+06,2,64,1,-1,0.1479,0.0004,0.1601,0.003072,14.0624,15.327,65.2443,""
736,1.024e+06,2,64,1,-1,0.1378,0.0005,0.2352,0.003968,13.4601,14.6428,68.2929,""
737,1.024e+06,2,64,1,-1,0.1765,0.0005,0.2265,0.004096,13.3081,14.5399,68.7763,""
738,1.024e+06,2,64,1,-1,0.1779,0.0006,0.231,0.003072,13.2151,14.4391,69.2564,""
739,1.024e+06,2,64,1,-1,0.1682,0.0005,0.2256,0.003072,13.1639,14.428,69.3097,""
740,1.024e+06,2,64,1,-1,0.1328,0.0005,0.1864,0.004064,13.527,14.3539,69.6675,""
741,1.024e+06,2,64,1,-1,0.1418,0.0006,0.1707,0.003072,13.2415,14.3478,69.6971,""
742,1.024e+06,2,64,1,-1,0.142,0.0006,0.1877,0.003072,13.3923,14.2396,70.2267,""
743,1.024e+06,2,64,1,-1,0.1845,0.0007,0.2661,0.003072,13.5276,14.9811,66.7508,""
744,1.024e+06,2,64,1,-1,0.1424,0.0006,0.1562,0.004096,13.0732,14.252,70.1656,""
745,1.024e+06,2,64,1,-1,0.1886,0.0007,0.2542,0.003072,13.5686,14.665,68.1896,""
746,1.024e+06,2,64,1,-1,0.132,0.0005,0.1755,0.003072,13.2959,14.2417,70.2163,""
747,1.024e+06,2,64,1,-1,0.1549,0.0005,0.1608,0.003872,13.3007,14.3013,69.9237,""
748,1.024e+06,2,64,1,-1,0.1862,0.0007,0.2444,0.003072,13.4106,14.4717,69.1004,""
749,1.024e+06,2,64,1,-1,0.1696,0.0005,0.2223,0.004096,13.1549,14.355,69.6621,""
750,1.024e+06,2,64,1,-1,0.17,0.0006,0.232,0.003072,13.1603,14.4296,69.302,""
751,1.024e+06,2,64,1,-1,0.1364,0.0007,0.1707,0.003072,13.4203,14.4519,69.1951,""
752,1.024e+06,2,64,1,-1,0.1401,0.0005,0.1955,0.003072,13.5202,14.689,68.0782,""
753,1.024e+06,2,64,1,-1,0.1724,0.0005,0.2044,0.003072,13.5625,14.668,68.1756,""
754,1.024e+06,2,64,1,-1,0.1523,0.0006,0.1776,0.003072,13.9011,14.6884,68.0809,""
755,1.024e+06,2,64,1,-1,0.1579,0.0005,0.1714,0.003072,13.7609,15.0461,66.4624,""
756,1.024e+06,2,64,1,-1,0.1372,0.0006,0.1654,0.003072,13.892,15.002,66.6578,""
757,1.024e+06,2,64,1,-1,0.1378,0.0005,0.1689,0.004064,14.1797,15.3177,65.284,""
758,1.024e+06,2,64,1,-1,0.1718,0.0006,0.2287,0.004096,14.0451,15.1476,66.0171,""
759,1.024e+06,2,64,1,-1,0.1449,0.0005,0.1711,0.003072,14.5001,15.6328,63.9681,""
760,1.024e+06,2,64,1,-1,0.1827,0.0005,0.1852,0.003072,14.2932,15.2997,65.3608,""
761,1.024e+06,2,64,1,-1,0.1666,0.0007,0.2253,0.003072,14.3084,15.4306,64.8063,""
762,1.024e+06,2,64,1,-1,0.19,0.0006,0.2299,0.004096,15.1161,16.4098,60.9392,""
763,1.024e+06,2,64,1,-1,0.1767,0.0006,0.2284,0.004096,14.6076,15.759,63.4558,""
764,1.024e+06,2,64,1,-1,0.1361,0.0005,0.1696,0.003072,14.9701,16.0279,62.3912,""
765,1.024e+06,2,64,1,-1,0.1406,0.0006,0.1595,0.003968,15.299,16.6181,60.1754,""
766,1.024e+06,2,64,1,-1,0.1772,0.0006,0.2332,0.003072,15.2767,16.3469,61.1737,""
767,1.024e+06,2,64,1,-1,0.2166,0.0006,0.2902,0.004096,15.4297,16.5715,60.3446,""
768,1.024e+06,2,64,1,-1,0.1577,0.0005,0.1952,0.004096,15.8396,16.9761,58.9063,""
769,1.024e+06,2,64,1,-1,0.155,0.0006,0.202,0.004096,16.2824,17.4321,57.3654,""
770,1.024e+06,2,64,1,-1,0.1403,0.0004,0.17,0.003072,16.1167,17.1661,58.2544,""
771,1.024e+06,2,64,1,-1,0.1413,0.0005,0.1601,0.003904,16.2579,17.613,56.7762,""
772,1.024e+06,2,64,1,-1,0.1722,0.0007,0.2306,0.003072,16.9051,18.1267,55.1672,""
773,1.024e+06,2,64,1,-1,0.1333,0.0005,0.1554,0.004096,16.9196,18.1985,54.9496,""
774,1.024e+06,2,64,1,-1,0.1715,0.0005,0.2379,0.004096,16.4537,18.0593,55.3731,""
775,1.024e+06,2,64,1,-1,0.1523,0.0005,0.1712,0.003072,16.9708,17.963,55.67,""
776,1.024e+06,2,64,1,-1,0.1397,0.0006,0.1691,0.003072,17.288,18.5174,54.0033,""
777,1.024e+06,2,64,1,-1,0.1381,0.0007,0.1573,0.003072,16.786,18.0038,55.5438,""
778,1.024e+06,2,64,1,-1,0.217,0.0009,0.296,0.003072,16.2137,17.6874,56.5374,""
779,1.024e+06,2,64,1,-1,0.1375,0.0005,0.1679,0.004096,16.497,17.6202,56.753,""
780,1.024e+06,2,64,1,-1,0.1589,0.0006,0.2083,0.003904,16.0278,17.1888,58.1774,""
781,1.024e+06,2,64,1,-1,0.1591,0.0006,0.208,0.003072,15.8944,17.0776,58.5562,""
782,1.024e+06,2,64,1,-1,0.1349,0.0005,0.1704,0.003904,16.1961,17.1691,58.2442,""
783,1.024e+06,2,64,1,-1,0.1453,0.0004,0.1648,0.004032,15.4074,16.6339,60.1182,""
784,1.024e+06,2,64,1,-1,0.158,0.0005,0.2843,0.004096,15.0112,16.4152,60.9191,""
785,1.024e+06,2,64,1,-1,0.1375,0.0006,0.2546,0.003072,15.1359,16.2309,61.6109,""
786,1.024e+06,2,64,1,-1,0.1953,0.0005,0.2637,0.004096,14.7251,16.0716,62.2216,""
787,1.024e+06,2,64,1,-1,0.1475,0.0005,0.1792,0.004,14.8937,15.8749,62.9925,""
788,1.024e+06,2,64,1,-1,0.2025,0.0005,0.2619,0.003072,13.9268,15.8338,63.156,""
789,1.024e+06,2,64,1,-1,0.2086,0.0008,0.2972,0.003072,13.4679,15.5904,64.142,""
790,1.024e+06,2,64,1,-1,0.195,0.0006,0.2529,0.003072,13.5448,15.3505,65.1445,""
791,1.024e+06,2,64,1,-1,0.1752,0.0006,0.2472,0.003072,14.0698,15.4011,64.9304,""
792,1.024e+06,2,64,1,-1,0.2077,0.0007,0.2781,0.004096,13.5244,15.329,65.2358,""
793,1.024e+06,2,64,1,-1,0.1658,0.0006,0.2345,0.004096,13.9678,15.2823,65.4352,""
794,1.024e+06,2,64,1,-1,0.1811,0.0005,0.2314,0.003072,14.0076,15.1435,66.0349,""
795,1.024e+06,2,64,1,-1,0.1771,0.0006,0.2206,0.003072,13.9938,15.0707,66.3539,""
796,1.024e+06,2,64,1,-1,0.1211,0.0005,0.1724,0.004096,14.322,15.1126,66.17,""
797,1.024e+06,2,64,1,-1,0.2278,0.0006,0.2637,0.003072,13.7233,14.8643,67.2753,""
798,1.024e+06,2,64,1,-1,0.1542,0.0006,0.2649,0.004096,13.8699,14.8675,67.2608,""
799,1.024e+06,2,64,1,-1,0.1542,0.0006,0.1978,0.003072,14.106,15.217,65.716,""
800,1.024e+06,2,64,1,-1,0.1594,0.0005,0.2196,0.004096,13.5909,14.7369,67.8569,""
801,1.024e+06,2,64,1,-1,0.1246,0.0006,0.1503,0.004096,13.7679,14.652,68.2501,""
802,1.024e+06,2,64,1,-1,0.1215,0.0004,0.1763,0.003072,13.6776,14.5945,68.519,""
803,1.024e+06,2,64,1,-1,0.1714,0.0005,0.1831,0.003008,13.3581,14.7035,68.011,""
804,1.024e+06,2,64,1,-1,0.1574,0.0006,0.1927,0.004096,13.536,14.37,69.5894,""
805,1.024e+06,2,64,1,-1,0.169,0.0006,0.2349,0.004064,13.6101,14.9493,66.8928,""
806,1.024e+06,2,64,1,-1,0.1617,0.0005,0.1967,0.003072,13.022,14.3817,69.5328,""
807,1.024e+06,2,64,1,-1,0.1771,0.0006,0.27,0.003904,13.3104,14.6408,68.3023,""
808,1.024e+06,2,64,1,-1,0.147,0.0006,0.1639,0.003072,13.2347,14.2692,70.081,""
809,1.024e+06,2,64,1,-1,0.1769,0.0007,0.2444,0.003072,13.2432,14.2505,70.173,""
810,1.024e+06,2,64,1,-1,0.1719,0.0005,0.2415,0.004096,12.9139,14.2467,70.1917,""
811,1.024e+06,2,64,1,-1,0.1823,0.0005,0.254,0.003072,12.9027,14.2576,70.138,""
812,1.024e+06,2,64,1,-1,0.1662,0.0005,0.2103,0.004096,13.2684,14.3803,69.5396,""
813,1.024e+06,2,64,1,-1,0.1649,0.0006,0.2029,0.004096,13.3087,14.2076,70.3849,""
814,1.024e+06,2,64,1,-1,0.1988,0.0007,0.2152,0.004096,13.1647,14.2043,70.4012,""
815,1.024e+06,2,64,1,-1,0.164,0.0006,0.1994,0.003072,13.1189,14.0668,71.0894,""
816,1.024e+06,2,64,1,-1,0.1876,0.0008,0.1945,0.004096,12.7307,14.0915,70.9648,""
817,1.024e+06,2,64,1,-1,0.1572,0.0007,0.1744,0.003072,12.7967,14.069,71.0783,""
818,1.024e+06,2,64,1,-1,0.1644,0.0007,0.2066,0.003072,12.9705,14.1993,70.426,""
819,1.024e+06,2,64,1,-1,0.1374,0.0005,0.1869,0.003072,13.1646,14.1335,70.7539,""
820,1.024e+06,2,64,1,-1,0.1835,0.0006,0.2463,0.003072,12.8669,14.2815,70.0207,""
821,1.024e+06,2,64,1,-1,0.2217,0.0007,0.2724,0.003072,12.6775,14.2114,70.366,""
822,1.024e+06,2,64,1,-1,0.1951,0.0007,0.2866,0.003936,12.4978,14.1522,70.6604,""
823,1.024e+06,2,64,1,-1,0.1499,0.0007,0.2061,0.003072,12.9318,14.0744,71.051,""
824,1.024e+06,2,64,1,-1,0.1681,0.0005,0.2196,0.004096,12.7407,13.9977,71.4403,""
825,1.024e+06,2,64,1,-1,0.1789,0.0007,0.2382,0.003072,12.7372,14.147,70.6864,""
826,1.024e+06,2,64,1,-1,0.1359,0.0006,0.1694,0.003072,13.1123,14.1186,70.8286,""
827,1.024e+06,2,64,1,-1,0.1772,0.0006,0.2509,0.003072,12.5659,14.1315,70.7639,""
828,1.024e+06,2,64,1,-1,0.1731,0.0007,0.228,0.004096,12.7533,13.9164,71.8577,""
829,1.024e+06,2,64,1,-1,0.1363,0.0005,0.1865,0.003072,12.9405,13.9989,71.4342,""
830,1.024e+06,2,64,1,-1,0.1666,0.0004,0.2143,0.004032,12.6141,13.9741,71.561,""
831,1.024e+06,2,64,1,-1,0.1394,0.0005,0.1723,0.003072,13.1545,14.0703,71.0717,""
832,1.024e+06,2,64,1,-1,0.1451,0.0006,0.1804,0.004096,12.8451,13.8675,72.1111,""
833,1.024e+06,2,64,1,-1,0.2019,0.0006,0.2703,0.003072,12.0975,13.8308,72.3024,""
834,1.024e+06,2,64,1,-1,0.1784,0.0007,0.1831,0.003072,12.8797,14.0747,71.0495,""
835,1.024e+06,2,64,1,-1,0.1381,0.0006,0.1744,0.003072,12.9718,13.9566,71.6507,""
836,1.024e+06,2,64,1,-1,0.1429,0.0006,0.1726,0.004096,12.6944,13.8304,72.3045,""
837,1.024e+06,2,64,1,-1,0.157,0.0006,0.2152,0.004,12.2638,13.7906,72.5132,""
838,1.024e+06,2,64,1,-1,0.2323,0.0008,0.347,0.003072,12.4465,13.8313,72.2998,""
839,1.024e+06,2,64,1,-1,0.1762,0.0006,0.216,0.003072,12.6892,13.9985,71.4362,""
