frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
1149,1.024e+06,2,64,1,-1,0.1848,0.0007,0.2598,0.003936,12.3912,14.2648,70.1026,""
1150,1.024e+06,2,64,1,-1,0.1655,0.0005,0.2159,0.004096,13.3168,14.6018,68.4847,""
1151,1.024e+06,2,64,1,-1,0.1432,0.0005,0.1757,0.004064,13.2934,14.3687,69.5957,""
1152,1.024e+06,2,64,1,-1,0.1823,0.0006,0.187,0.004096,12.9097,14.2946,69.9565,""
1153,1.024e+06,2,64,1,-1,0.1334,0.0005,0.1679,0.003072,13.2909,14.2898,69.98,""
1154,1.024e+06,2,64,1,-1,0.1788,0.0006,0.2649,0.003072,13.8252,14.8748,67.2278,""
1155,1.024e+06,2,64,1,-1,0.1643,0.0005,0.22,0.004096,13.1239,14.2508,70.1715,""
1156,1.024e+06,2,64,1,-1,0.1696,0.0007,0.227,0.003072,13.2987,14.4326,69.2876,""
1157,1.024e+06,2,64,1,-1,0.1813,0.0007,0.2297,0.004096,13.428,14.4531,69.1893,""
1158,1.024e+06,2,64,1,-1,0.1779,0.0006,0.2277,0.004,13.2789,14.3249,69.8085,""
1159,1.024e+06,2,64,1,-1,0.1718,0.0006,0.2546,0.003072,13.1778,14.3021,69.9198,""
1160,1.024e+06,2,64,1,-1,0.1797,0.0006,0.241,0.003072,13.1727,14.1939,70.4528,""
1161,1.024e+06,2,64,1,-1,0.1722,0.0007,0.2231,0.003872,13.1196,14.3007,69.9266,""
1162,1.024e+06,2,64,1,-1,0.1565,0.0004,0.2185,0.003072,13.0946,14.2667,70.0933,""
1163,1.024e+06,2,64,1,-1,0.1433,0.0005,0.1661,0.004032,13.4272,14.4485,69.2113,""
1164,1.024e+06,2,64,1,-1,0.1324,0.0005,0.1665,0.003072,13.3684,14.2891,69.9834,""
1165,1.024e+06,2,64,1,-1,0.147,0.0005,0.1601,0.003072,13.4499,14.4383,69.2602,""
1166,1.024e+06,2,64,1,-1,0.134,0.0005,0.1667,0.004096,13.4849,14.401,69.4396,""
1167,1.024e+06,2,64,1,-1,0.1331,0.0005,0.1685,0.003072,13.3001,14.394,69.4734,""
1168,1.024e+06,2,64,1,-1,0.1635,0.0005,0.2214,0.003072,13.3699,14.3715,69.5822,""
1169,1.024e+06,2,64,1,-1,0.2009,0.0007,0.2984,0.003872,13.0954,14.3697,69.5909,""
1170,1.024e+06,2,64,1,-1,0.1517,0.0005,0.1764,0.004096,13.252,14.2994,69.933,""
1171,1.024e+06,2,64,1,-1,0.1406,0.0006,0.162,0.004096,13.0867,14.3039,69.911,""
1172,1.024e+06,2,64,1,-1,0.1641,0.0007,0.2225,0.004064,13.2741,14.5748,68.6116,""
1173,1.024e+06,2,64,1,-1,0.1967,0.0006,0.2497,0.003072,12.8182,14.5543,68.7082,""
1174,1.024e+06,2,64,1,-1,0.1652,0.0007,0.2317,0.004096,12.8815,14.3018,69.9213,""
1175,1.024e+06,2,64,1,-1,0.1367,0.0007,0.1702,0.003072,13.4158,14.3653,69.6122,""
1176,1.024e+06,2,64,1,-1,0.1564,0.0006,0.2255,0.004096,13.648,14.8109,67.5178,""
1177,1.024e+06,2,64,1,-1,0.1723,0.0006,0.2326,0.003904,12.9289,14.3989,69.4497,""
1178,1.024e+06,2,64,1,-1,0.1662,0.0007,0.2295,0.004096,13.1827,14.3911,69.4874,""
1179,1.024e+06,2,64,1,-1,0.1766,0.0007,0.2233,0.004096,13.7657,14.8756,67.2242,""
1180,1.024e+06,2,64,1,-1,0.1632,0.0007,0.2115,0.003072,13.1567,14.411,69.3914,""
1181,1.024e+06,2,64,1,-1,0.1908,0.0006,0.2716,0.003072,12.9121,14.6455,68.2804,""
1182,1.024e+06,2,64,1,-1,0.1715,0.0005,0.2638,0.004096,13.0199,14.5362,68.7938,""
1183,1.024e+06,2,64,1,-1,0.1622,0.0005,0.2655,0.003072,13.2148,14.4421,69.242,""
1184,1.024e+06,2,64,1,-1,0.1466,0.0005,0.1783,0.003072,13.773,14.7923,67.6027,""
1185,1.024e+06,2,64,1,-1,0.1396,0.0005,0.25,0.004096,13.8163,14.9038,67.097,""
1186,1.024e+06,2,64,1,-1,0.1955,0.0006,0.231,0.004096,13.2255,14.5617,68.6733,""
1187,1.024e+06,2,64,1,-1,0.1531,0.0005,0.1779,0.003072,13.5019,14.5205,68.8682,""
1188,1.024e+06,2,64,1,-1,0.1345,0.0006,0.1683,0.004096,13.498,14.532,68.8137,""
1189,1.024e+06,2,64,1,-1,0.1743,0.0006,0.2507,0.003072,13.3097,14.7151,67.9574,""
1190,1.024e+06,2,64,1,-1,0.1702,0.0007,0.2491,0.003936,13.2835,14.5721,68.6243,""
1191,1.024e+06,2,64,1,-1,0.181,0.0006,0.251,0.003968,12.7771,14.473,69.0942,""
1192,1.024e+06,2,64,1,-1,0.1369,0.0005,0.1692,0.003072,13.5753,14.8639,67.2771,""
1193,1.024e+06,2,64,1,-1,0.1351,0.0005,0.1777,0.003072,13.6394,14.5595,68.6837,""
1194,1.024e+06,2,64,1,-1,0.135,0.0006,0.1654,0.004096,13.7405,14.5759,68.6064,""
1195,1.024e+06,2,64,1,-1,0.1582,0.0007,0.2151,0.003904,13.3427,14.4778,69.0713,""
1196,1.024e+06,2,64,1,-1,0.1555,0.0005,0.2238,0.003072,13.4538,14.5823,68.5763,""
1197,1.024e+06,2,64,1,-1,0.14,0.0005,0.1654,0.004096,13.9649,14.9993,66.6698,""
1198,1.024e+06,2,64,1,-1,0.1451,0.0006,0.1724,0.003072,13.5923,14.5741,68.6149,""
1199,1.024e+06,2,64,1,-1,0.1344,0.0006,0.179,0.003072,13.7508,14.7243,67.9149,""
1200,1.024e+06,2,64,1,-1,0.1796,0.0005,0.2323,0.004064,13.6772,15.0257,66.5526,""
1201,1.024e+06,2,64,1,-1,0.1681,0.0006,0.2314,0.003072,13.2253,14.5754,68.6088,""
1202,1.024e+06,2,64,1,-1,0.1723,0.0006,0.191,0.003072,13.5207,14.618,68.4088,""
1203,1.024e+06,2,64,1,-1,0.162,0.0006,0.2249,0.004096,13.9652,15.0304,66.5318,""
1204,1.024e+06,2,64,1,-1,0.1441,0.0005,0.169,0.003072,13.6404,14.8261,67.4486,""
1205,1.024e+06,2,64,1,-1,0.1539,0.0007,0.2414,0.004096,13.8317,14.7765,67.675,""
1206,1.024e+06,2,64,1,-1,0.1612,0.0006,0.2248,0.004096,13.5825,14.7079,67.9907,""
1207,1.024e+06,2,64,1,-1,0.1595,0.0006,0.2197,0.003072,13.3611,14.7175,67.9463,""
1208,1.024e+06,2,64,1,-1,0.1592,0.0007,0.218,0.003072,13.489,14.7482,67.8049,""
1209,1.024e+06,2,64,1,-1,0.1466,0.0005,0.1688,0.003904,13.5461,14.5763,68.6045,""
1210,1.024e+06,2,64,1,-1,0.1587,0.0004,0.2264,0.003072,13.4566,14.7173,67.9472,""
1211,1.024e+06,2,64,1,-1,0.1485,0.0005,0.1713,0.004096,13.6365,14.6968,68.042,""
1212,1.024e+06,2,64,1,-1,0.1675,0.0005,0.2278,0.003968,13.86,14.7091,67.9851,""
1213,1.024e+06,2,64,1,-1,0.2056,0.0006,0.3264,0.003072,13.144,14.7271,67.902,""
1214,1.024e+06,2,64,1,-1,0.1729,0.0005,0.2322,0.004096,13.6453,14.7701,67.7043,""
1215,1.024e+06,2,64,1,-1,0.1567,0.0006,0.2201,0.003072,13.3896,14.7341,67.8698,""
1216,1.024e+06,2,64,1,-1,0.1763,0.0005,0.2203,0.003072,13.603,14.7406,67.8398,""
1217,1.024e+06,2,64,1,-1,0.2011,0.0006,0.2618,0.003072,13.3263,14.7101,67.9805,""
1218,1.024e+06,2,64,1,-1,0.1779,0.0006,0.2429,0.004096,13.5589,14.639,68.3107,""
1219,1.024e+06,2,64,1,-1,0.1821,0.0006,0.2361,0.003072,13.3618,14.7239,67.9168,""
1220,1.024e+06,2,64,1,-1,0.1978,0.0006,0.2836,0.003072,13.0436,14.7769,67.6732,""
1221,1.024e+06,2,64,1,-1,0.1615,0.0007,0.2056,0.003968,13.6159,14.7776,67.67,""
1222,1.024e+06,2,64,1,-1,0.1439,0.0005,0.2326,0.002944,13.6825,14.9672,66.8128,""
1223,1.024e+06,2,64,1,-1,0.2455,0.0007,0.2835,0.003072,13.3085,14.7032,68.0124,""
1224,1.024e+06,2,64,1,-1,0.1691,0.0006,0.228,0.004096,13.6772,14.731,67.8841,""
1225,1.024e+06,2,64,1,-1,0.1376,0.0006,0.1617,0.004096,13.5321,14.6888,68.0791,""
1226,1.024e+06,2,64,1,-1,0.1615,0.0006,0.1868,0.004096,13.8255,14.7848,67.637,""
1227,1.024e+06,2,64,1,-1,0.2163,0.0007,0.255,0.004096,13.4216,15.1116,66.1743,""
1228,1.024e+06,2,64,1,-1,0.1683,0.0006,0.2299,0.004096,13.2991,14.6927,68.061,""
1229,1.024e+06,2,64,1,-1,0.197,0.0011,0.2529,0.004096,13.5908,14.7468,67.8113,""
1230,1.024e+06,2,64,1,-1,0.1389,0.0005,0.1862,0.004096,14.4361,15.2018,65.7817,""
1231,1.024e+06,2,64,1,-1,0.1616,0.0006,0.2131,0.003072,13.5056,14.7197,67.9362,""
1232,1.024e+06,2,64,1,-1,0.1418,0.0004,0.1777,0.003072,13.6595,14.5968,68.5082,""
1233,1.024e+06,2,64,1,-1,0.1476,0.0006,0.2307,0.003904,14.1285,15.0684,66.364,""
1234,1.024e+06,2,64,1,-1,0.1486,0.0006,0.1777,0.003072,14.437,15.4438,64.7509,""
1235,1.024e+06,2,64,1,-1,0.1419,0.0004,0.168,0.003072,13.2469,14.7084,67.9884,""
1236,1.024e+06,2,64,1,-1,0.1645,0.0007,0.2219,0.004,13.5781,14.7749,67.6824,""
1237,1.024e+06,2,64,1,-1,0.1905,0.0007,0.2228,0.003072,13.3935,14.6784,68.1273,""
1238,1.024e+06,2,64,1,-1,0.1501,0.0005,0.1774,0.003936,13.8492,15.0824,66.3024,""
1239,1.024e+06,2,64,1,-1,0.2067,0.0006,0.2548,0.003904,13.7961,15.6097,64.0627,""
1240,1.024e+06,2,64,1,-1,0.1378,0.0006,0.1757,0.003072,13.8953,15.3313,65.226,""
1241,1.024e+06,2,64,1,-1,0.1834,0.0006,0.2116,0.003872,13.4854,14.6559,68.2319,""
1242,1.024e+06,2,64,1,-1,0.2238,0.0007,0.2584,0.004096,13.0797,14.7292,67.8923,""
1243,1.024e+06,2,64,1,-1,0.1435,0.0005,0.1721,0.003072,13.4084,14.8691,67.2536,""
1244,1.024e+06,2,64,1,-1,0.1644,0.0005,0.2279,0.003072,13.8454,14.7628,67.7378,""
1245,1.024e+06,2,64,1,-1,0.1628,0.0006,0.2403,0.003904,13.3855,14.8008,67.5639,""
1246,1.024e+06,2,64,1,-1,0.1621,0.0004,0.2178,0.003072,13.2732,14.64,68.306,""
1247,1.024e+06,2,64,1,-1,0.1402,0.0005,0.1619,0.003072,13.584,14.8604,67.2929,""
1248,1.024e+06,2,64,1,-1,0.1528,0.0007,0.2047,0.003072,13.637,14.6357,68.3261,""
1249,1.024e+06,2,64,1,-1,0.1685,0.0006,0.2132,0.003968,13.3708,14.6248,68.377,""
1250,1.024e+06,2,64,1,-1,0.1659,0.0006,0.1891,0.003072,13.5702,14.6409,68.3018,""
1251,1.024e+06,2,64,1,-1,0.1695,0.0005,0.2055,0.003072,13.3761,14.8483,67.3478,""
1252,1.024e+06,2,64,1,-1,0.1583,0.0004,0.2234,0.003072,13.2694,14.6849,68.0972,""
1253,1.024e+06,2,64,1,-1,0.1335,0.0005,0.1688,0.003072,13.957,14.9733,66.7855,""
1254,1.024e+06,2,64,1,-1,0.1418,0.0005,0.1733,0.004032,13.3624,14.6656,68.1868,""
1255,1.024e+06,2,64,1,-1,0.1694,0.0007,0.2213,0.004096,13.6949,14.6332,68.3378,""
1256,1.024e+06,2,64,1,-1,0.1708,0.0006,0.2477,0.003072,13.3056,14.6052,68.4688,""
1257,1.024e+06,2,64,1,-1,0.1331,0.0006,0.1965,0.003072,13.761,14.8539,67.3224,""
1258,1.024e+06,2,64,1,-1,0.1628,0.0005,0.2144,0.004032,13.492,14.7441,67.8237,""
1259,1.024e+06,2,64,1,-1,0.1331,0.0006,0.1913,0.003072,13.8758,14.8067,67.537,""
1260,1.024e+06,2,64,1,-1,0.178,0.0006,0.2235,0.004096,14.0014,15.1332,66.0799,""
1261,1.024e+06,2,64,1,-1,0.1804,0.0007,0.2201,0.003072,13.1048,14.6016,68.4856,""
1262,1.024e+06,2,64,1,-1,0.1355,0.0006,0.167,0.003072,13.9123,14.7729,67.6915,""
1263,1.024e+06,2,64,1,-1,0.1811,0.0006,0.2181,0.004096,13.4715,14.6143,68.4261,""
1264,1.024e+06,2,64,1,-1,0.1521,0.0006,0.1639,0.003072,13.6922,15.0835,66.2976,""
1265,1.024e+06,2,64,1,-1,0.1372,0.0004,0.1907,0.004096,13.8787,14.9164,67.0403,""
1266,1.024e+06,2,64,1,-1,0.2036,0.0008,0.2625,0.004096,13.4115,15.0775,66.324,""
1267,1.024e+06,2,64,1,-1,0.1906,0.0004,0.2223,0.003072,13.4043,14.6716,68.1589,""
1268,1.024e+06,2,64,1,-1,0.195,0.0006,0.2422,0.003072,13.6645,14.7388,67.8481,""
1269,1.024e+06,2,64,1,-1,0.1345,0.0007,0.1706,0.003072,14.1036,14.9615,66.8382,""
1270,1.024e+06,2,64,1,-1,0.1812,0.0004,0.2154,0.003072,13.5268,14.6633,68.1975,""
1271,1.024e+06,2,64,1,-1,0.1651,0.0006,0.2274,0.003872,13.3952,14.5817,68.5791,""
1272,1.024e+06,2,64,1,-1,0.1372,0.0005,0.1622,0.003072,13.8312,14.8865,67.175,""
1273,1.024e+06,2,64,1,-1,0.1738,0.0006,0.2087,0.003072,13.5128,14.6299,68.3532,""
1274,1.024e+06,2,64,1,-1,0.1773,0.0006,0.2255,0.004032,13.382,14.6558,68.2324,""
1275,1.024e+06,2,64,1,-1,0.1312,0.0005,0.1718,0.004096,13.7228,14.8132,67.5074,""
1276,1.024e+06,2,64,1,-1,0.1388,0.0006,0.171,0.003072,13.6512,14.6486,68.2659,""
1277,1.024e+06,2,64,1,-1,0.168,0.0005,0.2402,0.003072,13.385,14.5175,68.8824,""
1278,1.024e+06,2,64,1,-1,0.1359,0.0005,0.1655,0.003904,13.6277,14.6122,68.436,""
1279,1.024e+06,2,64,1,-1,0.163,0.0007,0.2127,0.004,13.6129,15.0735,66.3416,""
1280,1.024e+06,2,64,1,-1,0.1388,0.0006,0.1687,0.003072,13.5243,14.555,68.7049,""
1281,1.024e+06,2,64,1,-1,0.1619,0.0005,0.1913,0.003904,12.8177,14.5402,68.7748,""
1282,1.024e+06,2,64,1,-1,0.1409,0.0005,0.1691,0.004,13.3713,14.5079,68.928,""
1283,1.024e+06,2,64,1,-1,0.1775,0.0007,0.2409,0.003072,12.7794,14.5145,68.8966,""
1284,1.024e+06,2,64,1,-1,0.1781,0.0006,0.2361,0.004096,13.5707,14.6179,68.4093,""
1285,1.024e+06,2,64,1,-1,0.1399,0.0006,0.1579,0.003072,13.319,14.5928,68.5269,""
1286,1.024e+06,2,64,1,-1,0.1763,0.0006,0.2254,0.003968,13.3641,14.5226,68.8582,""
1287,1.024e+06,2,64,1,-1,0.1669,0.0005,0.2207,0.004032,13.3555,14.5287,68.8293,""
1288,1.024e+06,2,64,1,-1,0.1623,0.0004,0.2159,0.003072,13.358,14.5472,68.7418,""
1289,1.024e+06,2,64,1,-1,0.1394,0.0005,0.1759,0.004096,13.7619,14.698,68.0365,""
1290,1.024e+06,2,64,1,-1,0.2191,0.0005,0.2719,0.003072,13.0683,14.8502,67.3392,""
1291,1.024e+06,2,64,1,-1,0.1493,0.0005,0.1732,0.003072,13.4575,14.6779,68.1296,""
1292,1.024e+06,2,64,1,-1,0.1447,0.0005,0.2109,0.003072,13.935,15.0436,66.4735,""
1293,1.024e+06,2,64,1,-1,0.1682,0.0007,0.1802,0.004096,13.7001,14.6742,68.1468,""
1294,1.024e+06,2,64,1,-1,0.184,0.0006,0.256,0.003072,13.1434,14.6293,68.356,""
1295,1.024e+06,2,64,1,-1,0.1352,0.0005,0.207,0.003072,13.9791,14.7581,67.7594,""
1296,1.024e+06,2,64,1,-1,0.1485,0.0005,0.1745,0.003072,13.6805,14.8261,67.4486,""
1297,1.024e+06,2,64,1,-1,0.1388,0.0005,0.1682,0.004096,13.3063,14.6104,68.4444,""
1298,1.024e+06,2,64,1,-1,0.134,0.0005,0.1698,0.003072,13.5847,14.6294,68.3555,""
1299,1.024e+06,2,64,1,-1,0.149,0.0006,0.179,0.003072,13.6735,14.6005,68.4908,""
1300,1.024e+06,2,64,1,-1,0.1797,0.0007,0.3046,0.003072,14.55,15.4053,64.9127,""
1301,1.024e+06,2,64,1,-1,0.1788,0.0006,0.2525,0.003072,13.7237,15.149,66.011,""
1302,1.024e+06,2,64,1,-1,0.2207,0.0006,0.2945,0.004096,13.3589,15.3815,65.0132,""
1303,1.024e+06,2,64,1,-1,0.1974,0.0005,0.2465,0.003968,13.8115,15.2819,65.4369,""
1304,1.024e+06,2,64,1,-1,0.1838,0.0006,0.2284,0.003072,14.6395,15.4746,64.622,""
1305,1.024e+06,2,64,1,-1,0.2218,0.0006,0.28,0.003072,13.65,15.4819,64.5916,""
1306,1.024e+06,2,64,1,-1,0.2102,0.0007,0.2358,0.002048,13.8664,15.2985,65.3659,""
1307,1.024e+06,2,64,1,-1,0.2239,0.0005,0.2538,0.003072,13.0968,14.7858,67.6325,""
1308,1.024e+06,2,64,1,-1,0.2107,0.0006,0.2692,0.004032,12.7631,14.6006,68.4903,""
1309,1.024e+06,2,64,1,-1,0.1632,0.0007,0.226,0.003072,13.4704,14.5534,68.7125,""
1310,1.024e+06,2,64,1,-1,0.1934,0.0007,0.2577,0.003968,13.0574,14.5505,68.7262,""
1311,1.024e+06,2,64,1,-1,0.1615,0.0006,0.1828,0.004,13.5456,14.4858,69.0331,""
1312,1.024e+06,2,64,1,-1,0.2143,0.0008,0.2681,0.003072,13.4448,14.5587,68.6875,""
1313,1.024e+06,2,64,1,-1,0.1569,0.0006,0.1827,0.004096,13.5406,14.539,68.7805,""
1314,1.024e+06,2,64,1,-1,0.1913,0.0006,0.2592,0.003072,13.3678,14.5752,68.6097,""
1315,1.024e+06,2,64,1,-1,0.2069,0.0007,0.2818,0.004096,12.7502,14.6665,68.1826,""
1316,1.024e+06,2,64,1,-1,0.2104,0.0006,0.2631,0.003072,13.6114,14.5642,68.6615,""
1317,1.024e+06,2,64,1,-1,0.2102,0.0007,0.2552,0.003904,12.95,14.5159,68.89,""
1318,1.024e+06,2,64,1,-1,0.1653,0.0007,0.1702,0.004096,13.1331,14.4937,68.9955,""
1319,1.024e+06,2,64,1,-1,0.1808,0.0006,0.2556,0.004096,13.1388,14.5125,68.9061,""
1320,1.024e+06,2,64,1,-1,0.2079,0.0007,0.2655,0.003968,13.3977,14.5118,68.9094,""
1321,1.024e+06,2,64,1,-1,0.1794,0.0006,0.207,0.003904,13.2577,14.7228,67.9219,""
1322,1.024e+06,2,64,1,-1,0.169,0.0006,0.1919,0.003072,13.2552,14.5944,68.5194,""
1323,1.024e+06,2,64,1,-1,0.1521,0.0007,0.1785,0.003936,13.6209,14.6582,68.2212,""
1324,1.024e+06,2,64,1,-1,0.1722,0.0005,0.2002,0.003072,13.4017,14.7302,67.8877,""
1325,1.024e+06,2,64,1,-1,0.2018,0.0006,0.2839,0.003872,13.1648,14.6152,68.4219,""
1326,1.024e+06,2,64,1,-1,0.1846,0.0008,0.2337,0.004096,13.2263,14.6896,68.0754,""
1327,1.024e+06,2,64,1,-1,0.1642,0.0007,0.1993,0.004096,13.2841,14.7473,67.809,""
1328,1.024e+06,2,64,1,-1,0.207,0.0006,0.279,0.002048,14.2471,15.932,62.7668,""
1329,1.024e+06,2,64,1,-1,0.1867,0.0007,0.2193,0.003072,14.2071,15.4711,64.6366,""
1330,1.024e+06,2,64,1,-1,0.2264,0.0009,0.2831,0.003072,14.0828,15.4136,64.8778,""
1331,1.024e+06,2,64,1,-1,0.1968,0.0005,0.2509,0.004064,13.6904,15.4577,64.6927,""
1332,1.024e+06,2,64,1,-1,0.1686,0.0008,0.1902,0.002048,14.097,15.1646,65.9431,""
1333,1.024e+06,2,64,1,-1,0.1451,0.0008,0.1605,0.00288,14.6098,15.5452,64.3285,""
1334,1.024e+06,2,64,1,-1,0.1379,0.0004,0.1681,0.004096,14.4303,15.2128,65.7341,""
1335,1.024e+06,2,64,1,-1,0.1986,0.0006,0.2752,0.004064,13.5741,15.4279,64.8176,""
1336,1.024e+06,2,64,1,-1,0.2035,0.0006,0.2065,0.003072,14.0188,15.3797,65.0208,""
1337,1.024e+06,2,64,1,-1,0.2023,0.0009,0.2607,0.003904,14.2976,15.5827,64.1737,""
1338,1.024e+06,2,64,1,-1,0.1928,0.0007,0.2375,0.002048,13.9325,15.2369,65.6301,""
1339,1.024e+06,2,64,1,-1,0.2163,0.0006,0.3119,0.003072,13.8774,15.5773,64.196,""
1340,1.024e+06,2,64,1,-1,0.199,0.0005,0.2703,0.005088,13.6937,15.3074,65.3279,""
1341,1.024e+06,2,64,1,-1,0.1512,0.0008,0.1615,0.003072,14.3519,15.47,64.6412,""
1342,1.024e+06,2,64,1,-1,0.1773,0.0006,0.2208,0.003072,13.8134,15.5169,64.4459,""
1343,1.024e+06,2,64,1,-1,0.2121,0.0008,0.1987,0.003072,14.4829,15.4991,64.5199,""
1344,1.024e+06,2,64,1,-1,0.2147,0.0009,0.3155,0.003072,14.3513,15.4099,64.8933,""
1345,1.024e+06,2,64,1,-1,0.1693,0.0006,0.2066,0.002048,14.0194,15.2189,65.7078,""
1346,1.024e+06,2,64,1,-1,0.2267,0.0007,0.251,0.004096,14.3364,15.413,64.8803,""
1347,1.024e+06,2,64,1,-1,0.1466,0.0006,0.1513,0.003904,14.2853,15.5579,64.276,""
1348,1.024e+06,2,64,1,-1,0.2206,0.0006,0.266,0.003072,14.5109,15.6392,63.9419,""
1349,1.024e+06,2,64,1,-1,0.2281,0.0006,0.2373,0.003936,14.3774,15.4464,64.74,""
1350,1.024e+06,2,64,1,-1,0.2018,0.0007,0.2285,0.004064,14.1176,15.4916,64.5511,""
1351,1.024e+06,2,64,1,-1,0.208,0.0007,0.2552,0.003072,14.3423,15.67,63.8162,""
1352,1.024e+06,2,64,1,-1,0.1882,0.0005,0.3112,0.002976,14.0574,15.2448,65.5961,""
1353,1.024e+06,2,64,1,-1,0.1446,0.0005,0.1771,0.003008,14.5157,15.3935,64.9625,""
1354,1.024e+06,2,64,1,-1,0.1468,0.0005,0.1649,0.003072,14.1544,15.1827,65.8644,""
1355,1.024e+06,2,64,1,-1,0.172,0.0005,0.1736,0.003072,14.5279,15.4998,64.517,""
1356,1.024e+06,2,64,1,-1,0.1998,0.0009,0.2512,0.004096,14.2805,15.4735,64.6266,""
1357,1.024e+06,2,64,1,-1,0.2539,0.0008,0.2869,0.003072,13.6467,15.3177,65.284,""
1358,1.024e+06,2,64,1,-1,0.1655,0.0006,0.2618,0.002048,14.0801,15.3573,65.1156,""
1359,1.024e+06,2,64,1,-1,0.1689,0.0006,0.2048,0.004096,14.2102,15.2626,65.5196,""
1360,1.024e+06,2,64,1,-1,0.1501,0.0005,0.174,0.003072,14.27,15.5664,64.2409,""
1361,1.024e+06,2,64,1,-1,0.1756,0.0006,0.2249,0.003072,14.192,15.4011,64.9304,""
1362,1.024e+06,2,64,1,-1,0.2068,0.0007,0.2423,0.003072,14.3822,15.466,64.658,""
1363,1.024e+06,2,64,1,-1,0.1696,0.0006,0.2087,0.003072,14.2944,15.5795,64.1869,""
1364,1.024e+06,2,64,1,-1,0.1797,0.0006,0.2214,0.002048,14.256,15.3294,65.2341,""
1365,1.024e+06,2,64,1,-1,0.1842,0.0007,0.2495,0.004096,13.4333,15.1817,65.8688,""
1366,1.024e+06,2,64,1,-1,0.1735,0.0006,0.2203,0.003072,14.2596,15.4626,64.6722,""
1367,1.024e+06,2,64,1,-1,0.1725,0.0005,0.205,0.004032,14.2965,15.4219,64.8429,""
1368,1.024e+06,2,64,1,-1,0.191,0.0006,0.29,0.003072,14.0603,15.55,64.3087,""
1369,1.024e+06,2,64,1,-1,0.2045,0.0007,0.2669,0.003072,14.4225,15.4579,64.6918,""
1370,1.024e+06,2,64,1,-1,0.1769,0.0006,0.2248,0.002048,14.4458,15.4546,64.7057,""
1371,1.024e+06,2,64,1,-1,0.1778,0.0006,0.2239,0.004096,14.2003,15.2837,65.4292,""
1372,1.024e+06,2,64,1,-1,0.1423,0.0004,0.1618,0.003072,14.3097,15.3467,65.1606,""
1373,1.024e+06,2,64,1,-1,0.1784,0.0006,0.2338,0.003072,14.0278,15.4791,64.6032,""
1374,1.024e+06,2,64,1,-1,0.202,0.0007,0.2629,0.003072,14.0646,15.4969,64.529,""
1375,1.024e+06,2,64,1,-1,0.1672,0.0005,0.2183,0.003072,14.3403,15.476,64.6162,""
1376,1.024e+06,2,64,1,-1,0.1861,0.0006,0.2794,0.003072,14.9134,15.9487,62.701,""
1377,1.024e+06,2,64,1,-1,0.1901,0.0006,0.2435,0.003072,14.4443,15.7264,63.5873,""
1378,1.024e+06,2,64,1,-1,0.1721,0.0006,0.2109,0.002048,13.8371,15.2614,65.5248,""
1379,1.024e+06,2,64,1,-1,0.1687,0.0006,0.1927,0.005088,14.235,15.2691,65.4917,""
1380,1.024e+06,2,64,1,-1,0.1477,0.0005,0.1872,0.004096,14.0594,15.5432,64.3368,""
1381,1.024e+06,2,64,1,-1,0.1756,0.0005,0.2118,0.004,14.2401,15.4414,64.761,""
1382,1.024e+06,2,64,1,-1,0.1934,0.0006,0.2467,0.003072,14.3532,15.5128,64.4629,""
1383,1.024e+06,2,64,1,-1,0.1658,0.0007,0.2418,0.002048,14.3206,15.2378,65.6263,""
1384,1.024e+06,2,64,1,-1,0.1353,0.0005,0.1782,0.002048,14.2146,15.3708,65.0584,""
1385,1.024e+06,2,64,1,-1,0.1642,0.0006,0.2221,0.004096,14.0632,15.1906,65.8302,""
1386,1.024e+06,2,64,1,-1,0.1727,0.0007,0.2072,0.004,14.2735,15.4261,64.8252,""
1387,1.024e+06,2,64,1,-1,0.1725,0.0006,0.2018,0.003072,14.3839,15.6184,64.027,""
1388,1.024e+06,2,64,1,-1,0.1685,0.0006,0.1973,0.003072,14.2249,15.2653,65.508,""
1389,1.024e+06,2,64,1,-1,0.1852,0.0007,0.2628,0.003072,14.0737,15.2487,65.5794,""
1390,1.024e+06,2,64,1,-1,0.1671,0.0006,0.2409,0.003072,14.1062,15.2241,65.6853,""
1391,1.024e+06,2,64,1,-1,0.1397,0.0005,0.1765,0.003072,14.4167,15.4083,64.9001,""
1392,1.024e+06,2,64,1,-1,0.1567,0.0005,0.2035,0.003072,14.3432,15.6591,63.8606,""
1393,1.024e+06,2,64,1,-1,0.2059,0.0006,0.266,0.003072,13.7067,15.5354,64.3691,""
1394,1.024e+06,2,64,1,-1,0.1659,0.0006,0.2152,0.003072,14.4799,15.5422,64.341,""
1395,1.024e+06,2,64,1,-1,0.1839,0.0007,0.2459,0.003072,14.4277,15.7767,63.3846,""
1396,1.024e+06,2,64,1,-1,0.1389,0.0005,0.1674,0.003072,14.3084,15.3462,65.1627,""
1397,1.024e+06,2,64,1,-1,0.1359,0.0005,0.1611,0.002048,14.3381,15.3928,64.9654,""
1398,1.024e+06,2,64,1,-1,0.2076,0.0008,0.3167,0.004096,13.7889,15.2121,65.7371,""
1399,1.024e+06,2,64,1,-1,0.1909,0.0006,0.2507,0.003072,14.004,15.4406,64.7643,""
