frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
5590,1.024e+06,1,64,1,-1,0.3619,0.0005,0.0658,0.3414,0.003072,10.2884,10.9701,91.1569,""
5591,1.024e+06,1,64,1,-1,0.3184,0.0004,0.0496,0.2585,0.002048,10.0214,11.1321,89.8303,""
5592,1.024e+06,1,64,1,-1,0.4153,0.0004,0.0512,0.3127,0.002048,10.4052,11.0678,90.3522,""
5593,1.024e+06,1,64,1,-1,0.4212,0.0005,0.0617,0.3827,0.003072,10.0997,11.0316,90.6487,""
5594,1.024e+06,1,64,1,-1,0.3664,0.0004,0.0643,0.3856,0.002048,9.903,11.067,90.3587,""
5595,1.024e+06,1,64,1,-1,0.4142,0.0006,0.0814,0.4028,0.003072,10.1396,11.0778,90.2706,""
5596,1.024e+06,1,64,1,-1,0.3758,0.0004,0.0642,0.406,0.003072,10.0455,11.0634,90.3881,""
5597,1.024e+06,1,64,1,-1,0.4394,0.0007,0.1017,0.4928,0.003072,10.1074,11.1079,90.026,""
5598,1.024e+06,1,64,1,-1,0.9671,0.0007,0.0659,0.3927,0.003072,10.2514,11.194,89.3336,""
5599,1.024e+06,1,64,1,-1,0.4045,0.0009,0.0818,0.4165,0.003072,9.6208,10.9864,91.0216,""
5600,1.024e+06,1,64,1,-1,0.3945,0.0007,0.0846,0.4199,0.002048,10.1102,11.0461,90.5297,""
5601,1.024e+06,1,64,1,-1,0.3619,0.0005,0.0699,0.3949,0.003072,10.0479,11.038,90.5961,""
5602,1.024e+06,1,64,1,-1,0.4157,0.0006,0.0807,0.4478,0.002048,10.0529,11.0079,90.8438,""
5603,1.024e+06,1,64,1,-1,0.4528,0.0007,0.0791,0.4919,0.002048,10.1033,11.0569,90.4413,""
5604,1.024e+06,1,64,1,-1,0.3779,0.0005,0.0669,0.3461,0.003008,10.078,10.9675,91.1785,""
5605,1.024e+06,1,64,1,-1,0.3393,0.0005,0.0535,0.324,0.002048,9.9998,11.0145,90.7894,""
5606,1.024e+06,1,64,1,-1,0.2915,0.0005,0.051,0.3179,0.002048,10.2535,10.963,91.2159,""
5607,1.024e+06,1,64,1,-1,0.3457,0.0006,0.0646,0.2928,0.00288,10.3954,11.0316,90.6487,""
5608,1.024e+06,1,64,1,-1,0.3586,0.0005,0.0525,0.3107,0.002048,10.1445,10.9897,90.9943,""
5609,1.024e+06,1,64,1,-1,0.3423,0.0006,0.0639,0.3493,0.002048,10.1278,10.9781,91.0904,""
5610,1.024e+06,1,64,1,-1,0.2981,0.0004,0.0474,0.3264,0.003072,10.1678,10.9618,91.2259,""
5611,1.024e+06,1,64,1,-1,0.3381,0.0006,0.0487,0.2837,0.003072,10.3627,11.019,90.7523,""
5612,1.024e+06,1,64,1,-1,0.3314,0.0006,0.0497,0.2749,0.003072,10.1908,10.969,91.166,""
5613,1.024e+06,1,64,1,-1,0.3032,0.0005,0.0493,0.2821,0.002048,10.3685,11.0248,90.7046,""
5614,1.024e+06,1,64,1,-1,0.3568,0.0005,0.0652,0.3756,0.002048,10.181,11.0279,90.6791,""
5615,1.024e+06,1,64,1,-1,0.2821,0.0005,0.0484,0.2916,0.003072,10.2977,10.9853,91.0307,""
5616,1.024e+06,1,64,1,-1,0.2977,0.0004,0.0475,0.3181,0.003072,10.2328,11.0294,90.6668,""
5617,1.024e+06,1,64,1,-1,0.432,0.0003,0.0507,0.3471,0.003072,9.7654,11.0627,90.3938,""
5618,1.024e+06,1,64,1,-1,0.3601,0.0007,0.084,0.3741,0.002048,10.2827,11.129,89.8553,""
5619,1.024e+06,1,64,1,-1,0.3137,0.0006,0.0487,0.2764,0.003072,10.2041,11.0107,90.8207,""
5620,1.024e+06,1,64,1,-1,0.3794,0.0007,0.0628,0.3873,0.002048,10.2252,11.011,90.8183,""
5621,1.024e+06,1,64,1,-1,0.3725,0.0005,0.0639,0.3529,0.002048,10.3284,10.9946,90.9537,""
5622,1.024e+06,1,64,1,-1,0.3109,0.0005,0.0498,0.2842,0.003072,10.101,10.9887,91.0026,""
5623,1.024e+06,1,64,1,-1,0.3936,0.0005,0.0659,0.3942,0.002048,10.3122,11.0135,90.7977,""
5624,1.024e+06,1,64,1,-1,0.3864,0.0004,0.0631,0.3355,0.002048,10.2261,11.0367,90.6068,""
5625,1.024e+06,1,64,1,-1,0.3656,0.0005,0.0501,0.2937,0.003072,10.3767,11.0244,90.7079,""
5626,1.024e+06,1,64,1,-1,0.3913,0.0005,0.0483,0.2881,0.002048,10.3503,10.97,91.1577,""
5627,1.024e+06,1,64,1,-1,0.3352,0.0004,0.0498,0.293,0.003072,9.8147,11.0201,90.7433,""
5628,1.024e+06,1,64,1,-1,0.317,0.0005,0.0481,0.3124,0.003072,10.0347,11.0112,90.8166,""
5629,1.024e+06,1,64,1,-1,0.3515,0.0005,0.0496,0.2925,0.002048,10.3497,11.0482,90.5125,""
5630,1.024e+06,1,64,1,-1,0.3444,0.0005,0.0676,0.3818,0.003072,10.1998,11.0063,90.8571,""
5631,1.024e+06,1,64,1,-1,0.2976,0.0005,0.0554,0.3306,0.003072,10.4015,11.0349,90.6216,""
5632,1.024e+06,1,64,1,-1,0.36,0.0005,0.0679,0.39,0.003072,10.2583,10.9734,91.1295,""
5633,1.024e+06,1,64,1,-1,0.3577,0.0005,0.067,0.3234,0.002048,10.1444,11.0482,90.5125,""
5634,1.024e+06,1,64,1,-1,0.3825,0.0006,0.0661,0.4181,0.003072,10.1288,10.9664,91.1876,""
5635,1.024e+06,1,64,1,-1,0.2834,0.0005,0.0469,0.2867,0.002048,10.248,11.0089,90.8356,""
5636,1.024e+06,1,64,1,-1,0.3354,0.0005,0.0652,0.3382,0.003072,10.1728,10.9539,91.2917,""
5637,1.024e+06,1,64,1,-1,0.3149,0.0004,0.0471,0.2851,0.003072,10.352,11.067,90.3587,""
5638,1.024e+06,1,64,1,-1,0.3365,0.0005,0.0681,0.362,0.002048,10.2172,10.9965,90.938,""
5639,1.024e+06,1,64,1,-1,0.3023,0.0004,0.0526,0.327,0.002048,10.3838,10.9866,91.02,""
5640,1.024e+06,1,64,1,-1,0.149,0.0006,0.0475,0.6312,0.002048,10.4219,11.0598,90.4175,""
5641,1.024e+06,1,64,1,-1,0.4003,0.0006,0.0689,0.3939,0.003072,10.379,11.0441,90.5461,""
5642,1.024e+06,1,64,1,-1,0.3257,0.0006,0.0523,0.3749,0.002048,10.3567,10.9439,91.3751,""
5643,1.024e+06,1,64,1,-1,0.3724,0.0005,0.0499,0.318,0.002048,10.3961,11.0409,90.5723,""
5644,1.024e+06,1,64,1,-1,0.3664,0.0004,0.0482,0.2653,0.003072,10.1582,11.0054,90.8645,""
5645,1.024e+06,1,64,1,-1,0.3456,0.0005,0.0489,0.2815,0.002048,10.1577,11.0548,90.4584,""
5646,1.024e+06,1,64,1,-1,0.2827,0.0004,0.05,0.2873,0.003072,10.2255,10.9856,91.0283,""
5647,1.024e+06,1,64,1,-1,0.3582,0.0005,0.0499,0.2968,0.003008,10.1599,10.9905,90.9877,""
5648,1.024e+06,1,64,1,-1,0.3597,0.0005,0.0703,0.3973,0.002048,10.1801,10.9537,91.2934,""
5649,1.024e+06,1,64,1,-1,0.3028,0.0006,0.0505,0.2798,0.003072,10.1699,11.2344,89.0123,""
5650,1.024e+06,1,64,1,-1,0.3376,0.0006,0.051,0.3012,0.002048,10.1992,11.0441,90.5461,""
5651,1.024e+06,1,64,1,-1,0.3493,0.0006,0.0632,0.3841,0.002048,10.2046,10.9837,91.044,""
5652,1.024e+06,1,64,1,-1,0.3662,0.0005,0.05,0.3643,0.003072,10.3471,10.9963,90.9397,""
5653,1.024e+06,1,64,1,-1,0.3225,0.0005,0.0498,0.3548,0.002048,10.1731,11.1194,89.9329,""
5654,1.024e+06,1,64,1,-1,0.339,0.0007,0.0514,0.2793,0.003072,10.1382,10.9599,91.2417,""
5655,1.024e+06,1,64,1,-1,0.3788,0.0005,0.0648,0.3182,0.002048,10.2717,10.9654,91.1959,""
5656,1.024e+06,1,64,1,-1,0.372,0.0006,0.0639,0.4066,0.003072,10.2303,11.0202,90.7425,""
5657,1.024e+06,1,64,1,-1,0.3376,0.0009,0.0644,0.3661,0.003008,10.3218,11.204,89.2538,""
5658,1.024e+06,1,64,1,-1,0.3593,0.0005,0.0651,0.4316,0.003072,10.0748,10.9722,91.1394,""
5659,1.024e+06,1,64,1,-1,0.3277,0.0004,0.0505,0.3702,0.003072,10.3482,11.0324,90.6421,""
5660,1.024e+06,1,64,1,-1,0.3607,0.0006,0.0663,0.3176,0.002048,10.3085,10.9724,91.1378,""
5661,1.024e+06,1,64,1,-1,0.3206,0.0004,0.0498,0.2984,0.003072,10.251,11.1877,89.3839,""
5662,1.024e+06,1,64,1,-1,0.3402,0.0006,0.0506,0.3377,0.003072,10.1161,10.9573,91.2634,""
5663,1.024e+06,1,64,1,-1,0.3625,0.0004,0.0619,0.3456,0.002048,10.2443,11.0129,90.8026,""
5664,1.024e+06,1,64,1,-1,0.3153,0.0004,0.0503,0.2857,0.003072,10.1946,10.9539,91.2917,""
5665,1.024e+06,1,64,1,-1,0.2978,0.0005,0.0492,0.3277,0.003072,10.221,11.0469,90.5231,""
5666,1.024e+06,1,64,1,-1,0.3488,0.0006,0.0657,0.3856,0.003072,10.1847,11.1083,90.0228,""
5667,1.024e+06,1,64,1,-1,0.3251,0.0006,0.0485,0.3143,0.002048,10.2639,11.0405,90.5756,""
5668,1.024e+06,1,64,1,-1,0.3536,0.0005,0.063,0.3847,0.003072,10.1468,10.9836,91.0448,""
5669,1.024e+06,1,64,1,-1,0.306,0.0005,0.0507,0.2826,0.003072,10.2308,11.0709,90.3269,""
5670,1.024e+06,1,64,1,-1,0.3741,0.0004,0.0487,0.306,0.003072,10.2115,10.992,90.9753,""
5671,1.024e+06,1,64,1,-1,0.3407,0.0004,0.049,0.2837,0.003008,10.2379,11.0044,90.8727,""
5672,1.024e+06,1,64,1,-1,0.3221,0.0006,0.0482,0.3254,0.003072,10.3898,11.0183,90.7581,""
5673,1.024e+06,1,64,1,-1,0.3162,0.0006,0.0507,0.2926,0.003072,10.1985,10.989,91.0001,""
5674,1.024e+06,1,64,1,-1,0.3111,0.0005,0.0481,0.3059,0.003072,10.1689,11.0159,90.7779,""
5675,1.024e+06,1,64,1,-1,0.2826,0.0005,0.0486,0.2776,0.002048,10.275,11.0204,90.7408,""
5676,1.024e+06,1,64,1,-1,0.3664,0.0005,0.0661,0.3616,0.003072,10.3179,10.9375,91.4286,""
5677,1.024e+06,1,64,1,-1,0.3654,0.0007,0.0596,0.2665,0.003072,10.2013,11.0103,90.824,""
5678,1.024e+06,1,64,1,-1,0.3522,0.0006,0.0648,0.3826,0.002048,10.2125,10.9797,91.0772,""
5679,1.024e+06,1,64,1,-1,0.3113,0.0005,0.0489,0.2895,0.003008,10.2369,11.0105,90.8224,""
5680,1.024e+06,1,64,1,-1,0.3773,0.0005,0.0765,0.393,0.003072,10.2012,10.9573,91.2634,""
5681,1.024e+06,1,64,1,-1,0.3682,0.0005,0.0745,0.4642,0.002048,10.0894,11.0134,90.7985,""
5682,1.024e+06,1,64,1,-1,0.4032,0.0006,0.0802,0.4387,0.003072,10.1271,11.1098,90.0106,""
5683,1.024e+06,1,64,1,-1,0.3408,0.0006,0.0653,0.3292,0.003072,10.2225,10.9567,91.2684,""
5684,1.024e+06,1,64,1,-1,0.3379,0.0006,0.0714,0.3792,0.002976,10.3225,10.9382,91.4227,""
5685,1.024e+06,1,64,1,-1,0.3406,0.0005,0.0713,0.3651,0.003072,10.0402,11.0397,90.5822,""
5686,1.024e+06,1,64,1,-1,0.4514,0.0005,0.0632,0.3867,0.003072,10.1091,10.9942,90.9571,""
5687,1.024e+06,1,64,1,-1,0.29,0.0005,0.0505,0.2618,0.002048,10.2537,11.0025,90.8884,""
5688,1.024e+06,1,64,1,-1,0.3178,0.0004,0.0494,0.3491,0.003072,10.3509,10.9797,91.0772,""
5689,1.024e+06,1,64,1,-1,0.3441,0.0005,0.0496,0.2874,0.003072,10.174,10.9804,91.0714,""
5690,1.024e+06,1,64,1,-1,0.3745,0.0005,0.0676,0.3476,0.003072,10.1395,10.9948,90.9521,""
5691,1.024e+06,1,64,1,-1,0.3341,0.0006,0.0654,0.3273,0.003072,10.1893,11.0073,90.8488,""
5692,1.024e+06,1,64,1,-1,0.3306,0.0006,0.0655,0.3274,0.003072,10.2061,10.9778,91.0929,""
5693,1.024e+06,1,64,1,-1,0.3285,0.0008,0.067,0.3906,0.002048,10.131,10.9781,91.0904,""
5694,1.024e+06,1,64,1,-1,0.3078,0.0006,0.0486,0.2762,0.003072,10.3828,10.9835,91.0457,""
5695,1.024e+06,1,64,1,-1,0.3639,0.0007,0.0621,0.3372,0.003072,10.1641,10.9997,90.9116,""
5696,1.024e+06,1,64,1,-1,0.3479,0.0005,0.0507,0.2991,0.002048,10.3316,11.0049,90.8686,""
5697,1.024e+06,1,64,1,-1,0.3365,0.0006,0.0523,0.3343,0.002048,10.2361,11.0351,90.6199,""
5698,1.024e+06,1,64,1,-1,0.3193,0.0003,0.0478,0.3141,0.003072,10.2186,10.9971,90.9331,""
5699,1.024e+06,1,64,1,-1,0.3394,0.0005,0.048,0.3176,0.003072,10.1353,10.9767,91.1021,""
5700,1.024e+06,1,64,1,-1,0.3688,0.0005,0.0503,0.297,0.003072,10.2087,11.0031,90.8835,""
5701,1.024e+06,1,64,1,-1,0.3221,0.0004,0.0591,0.4697,0.002048,10.3672,11.0234,90.7161,""
5702,1.024e+06,1,64,1,-1,0.3955,0.0005,0.0656,0.366,0.002048,10.1943,10.9776,91.0946,""
5703,1.024e+06,1,64,1,-1,0.3496,0.0008,0.0707,0.4049,0.002048,10.2947,11.0707,90.3285,""
5704,1.024e+06,1,64,1,-1,0.3828,0.0005,0.0632,0.2959,0.003072,10.2986,11.0217,90.7301,""
5705,1.024e+06,1,64,1,-1,0.2923,0.0004,0.0486,0.3047,0.002048,10.1561,10.987,91.0167,""
5706,1.024e+06,1,64,1,-1,0.3487,0.0005,0.0657,0.3285,0.003072,10.2028,10.9694,91.1627,""
5707,1.024e+06,1,64,1,-1,0.3595,0.0004,0.0662,0.3843,0.003072,10.1176,10.9754,91.1129,""
5708,1.024e+06,1,64,1,-1,0.3335,0.0004,0.0497,0.295,0.002048,10.1707,10.9724,91.1378,""
5709,1.024e+06,1,64,1,-1,0.3067,0.0004,0.0498,0.3565,0.002048,10.2266,10.957,91.2659,""
5710,1.024e+06,1,64,1,-1,0.353,0.0005,0.0674,0.3646,0.003072,10.1866,10.9672,91.181,""
5711,1.024e+06,1,64,1,-1,0.3617,0.0005,0.0482,0.3334,0.002048,10.3834,11.0039,90.8769,""
5712,1.024e+06,1,64,1,-1,0.3155,0.0004,0.0493,0.2999,0.002048,10.2548,11.0175,90.7647,""
5713,1.024e+06,1,64,1,-1,0.3357,0.0007,0.0585,0.3569,0.002048,10.385,11.0244,90.7079,""
5714,1.024e+06,1,64,1,-1,0.302,0.0004,0.0471,0.3249,0.002048,10.2666,11.0447,90.5412,""
5715,1.024e+06,1,64,1,-1,0.3848,0.0004,0.048,0.3312,0.003072,10.2077,10.9998,90.9107,""
5716,1.024e+06,1,64,1,-1,0.3105,0.0004,0.0504,0.3319,0.003072,10.2614,11.0064,90.8562,""
5717,1.024e+06,1,64,1,-1,0.3233,0.0003,0.0492,0.3287,0.002048,10.1561,10.9824,91.0548,""
5718,1.024e+06,1,64,1,-1,0.3024,0.0004,0.0478,0.3379,0.003072,10.2502,10.9979,90.9264,""
5719,1.024e+06,1,64,1,-1,0.325,0.0004,0.0483,0.2893,0.003072,10.1838,11.0154,90.782,""
5720,1.024e+06,1,64,1,-1,0.3408,0.0006,0.0651,0.3151,0.002048,10.2382,10.9368,91.4344,""
5721,1.024e+06,1,64,1,-1,0.3542,0.0005,0.0496,0.297,0.003072,10.2489,11.0189,90.7532,""
5722,1.024e+06,1,64,1,-1,0.3517,0.0005,0.0498,0.3441,0.003072,10.349,10.9774,91.0963,""
5723,1.024e+06,1,64,1,-1,0.3001,0.0005,0.0482,0.3221,0.003072,10.6694,11.3491,88.1127,""
5724,1.024e+06,1,64,1,-1,0.3226,0.0007,0.0485,0.3319,0.003072,10.3702,11.0346,90.624,""
5725,1.024e+06,1,64,1,-1,0.3719,0.0005,0.0506,0.3259,0.003072,10.3614,11.0489,90.5067,""
5726,1.024e+06,1,64,1,-1,0.3597,0.0007,0.0667,0.385,0.002048,10.1857,10.9742,91.1228,""
5727,1.024e+06,1,64,1,-1,0.357,0.0005,0.0659,0.3661,0.00304,10.2129,10.9931,90.9662,""
5728,1.024e+06,1,64,1,-1,0.3865,0.0007,0.0681,0.3404,0.003072,10.6548,11.3494,88.1104,""
5729,1.024e+06,1,64,1,-1,0.3841,0.0005,0.0622,0.3824,0.00304,10.2225,11.0056,90.8628,""
5730,1.024e+06,1,64,1,-1,0.3661,0.0007,0.0639,0.3348,0.003072,10.2036,10.9354,91.4461,""
5731,1.024e+06,1,64,1,-1,0.303,0.0005,0.0497,0.2688,0.003072,10.2474,10.9777,91.0938,""
5732,1.024e+06,1,64,1,-1,0.3052,0.0006,0.0488,0.2903,0.003072,10.1637,11.1263,89.8771,""
5733,1.024e+06,1,64,1,-1,0.3311,0.0005,0.0467,0.2834,0.003072,10.2567,10.9391,91.4152,""
5734,1.024e+06,1,64,1,-1,0.4091,0.0006,0.069,0.3811,0.002048,9.7963,10.9547,91.285,""
5735,1.024e+06,1,64,1,-1,0.3316,0.0005,0.0506,0.2811,0.003072,9.8383,11.0087,90.8372,""
5736,1.024e+06,1,64,1,-1,0.3408,0.0005,0.0489,0.3786,0.00304,10.1769,11.0432,90.5535,""
5737,1.024e+06,1,64,1,-1,0.3677,0.0006,0.0661,0.336,0.003072,10.2638,10.9783,91.0888,""
5738,1.024e+06,1,64,1,-1,0.3481,0.0006,0.062,0.3666,0.003072,10.2245,11.0256,90.698,""
5739,1.024e+06,1,64,1,-1,0.3521,0.0005,0.0644,0.3236,0.003072,10.2507,10.9551,91.2817,""
5740,1.024e+06,1,64,1,-1,0.3521,0.0005,0.0528,0.3095,0.003072,10.2328,11.0734,90.3065,""
5741,1.024e+06,1,64,1,-1,0.308,0.0004,0.0499,0.2897,0.003072,10.3241,10.9777,91.0938,""
5742,1.024e+06,1,64,1,-1,0.3441,0.0005,0.0629,0.3456,0.003072,10.153,10.946,91.3576,""
5743,1.024e+06,1,64,1,-1,0.3516,0.0006,0.0608,0.3642,0.003072,10.1976,10.9485,91.3367,""
5744,1.024e+06,1,64,1,-1,0.3577,0.0004,0.0488,0.378,0.002048,10.1742,10.9953,90.948,""
5745,1.024e+06,1,64,1,-1,0.2917,0.0005,0.0505,0.294,0.00304,10.1888,10.9738,91.1261,""
5746,1.024e+06,1,64,1,-1,0.3378,0.0004,0.0633,0.3033,0.003072,10.3304,10.9844,91.0382,""
5747,1.024e+06,1,64,1,-1,0.3389,0.0005,0.0497,0.3235,0.002048,10.212,10.9927,90.9695,""
5748,1.024e+06,1,64,1,-1,0.3364,0.0005,0.0642,0.3345,0.003008,10.3196,10.9976,90.9289,""
5749,1.024e+06,1,64,1,-1,0.3495,0.0004,0.0487,0.2902,0.003072,10.1905,10.9674,91.1793,""
5750,1.024e+06,1,64,1,-1,0.3392,0.0005,0.0496,0.3421,0.003008,10.2578,10.9894,90.9968,""
5751,1.024e+06,1,64,1,-1,0.3539,0.0007,0.0604,0.3808,0.003072,10.2665,11.0343,90.6265,""
5752,1.024e+06,1,64,1,-1,0.4139,0.0005,0.0727,0.3368,0.003072,10.2687,10.9851,91.0324,""
5753,1.024e+06,1,64,1,-1,0.2881,0.0005,0.0491,0.3145,0.003072,10.3339,11.0974,90.1112,""
5754,1.024e+06,1,64,1,-1,0.3433,0.0007,0.0637,0.3387,0.003072,10.3155,11.0151,90.7845,""
5755,1.024e+06,1,64,1,-1,0.3507,0.0007,0.0641,0.3182,0.003008,10.2652,10.9799,91.0755,""
5756,1.024e+06,1,64,1,-1,0.2996,0.0004,0.0489,0.2563,0.002944,10.3179,11.0061,90.8587,""
5757,1.024e+06,1,64,1,-1,0.3236,0.0006,0.0482,0.2963,0.003072,10.2211,11.0348,90.6224,""
5758,1.024e+06,1,64,1,-1,0.3317,0.0005,0.0522,0.3444,0.003072,10.225,10.9939,90.9595,""
5759,1.024e+06,1,64,1,-1,0.3272,0.0006,0.0483,0.2713,0.002048,9.9809,10.9913,90.981,""
5760,1.024e+06,1,64,1,-1,0.1629,0.0003,0.0487,0.3327,0.003008,10.2561,10.9792,91.0813,""
5761,1.024e+06,1,64,1,-1,0.2978,0.0006,0.049,0.2748,0.003072,10.0896,11.0105,90.8224,""
5762,1.024e+06,1,64,1,-1,0.3199,0.0005,0.0504,0.3031,0.002048,10.2567,10.9332,91.4645,""
5763,1.024e+06,1,64,1,-1,0.3086,0.0004,0.0484,0.2633,0.003072,10.1129,10.9913,90.981,""
5764,1.024e+06,1,64,1,-1,0.3614,0.0005,0.0622,0.3,0.002048,10.2364,10.9853,91.0307,""
5765,1.024e+06,1,64,1,-1,0.353,0.0004,0.0491,0.2931,0.003072,10.3117,10.9502,91.3225,""
5766,1.024e+06,1,64,1,-1,0.3439,0.0005,0.066,0.3479,0.003072,10.2474,10.9753,91.1137,""
5767,1.024e+06,1,64,1,-1,0.3131,0.0004,0.0461,0.2934,0.002048,10.1105,10.9681,91.1735,""
5768,1.024e+06,1,64,1,-1,0.3104,0.0005,0.0512,0.2915,0.002048,10.2343,11.0144,90.7902,""
5769,1.024e+06,1,64,1,-1,0.3422,0.0003,0.0633,0.3699,0.003072,10.3713,10.9646,91.2026,""
5770,1.024e+06,1,64,1,-1,0.3759,0.0005,0.0657,0.3854,0.003072,10.2373,11.0204,90.7408,""
5771,1.024e+06,1,64,1,-1,0.3485,0.0005,0.0633,0.3142,0.002048,10.1491,11.016,90.7771,""
5772,1.024e+06,1,64,1,-1,0.3051,0.0005,0.0494,0.2817,0.003072,10.1464,10.9757,91.1104,""
5773,1.024e+06,1,64,1,-1,0.3367,0.0005,0.0476,0.2934,0.003072,10.2916,10.9687,91.1685,""
5774,1.024e+06,1,64,1,-1,0.3438,0.0005,0.0718,0.3676,0.002048,10.2113,10.9792,91.0813,""
5775,1.024e+06,1,64,1,-1,0.2734,0.0005,0.0479,0.2532,0.002048,10.2227,10.9472,91.3476,""
5776,1.024e+06,1,64,1,-1,0.3457,0.0005,0.064,0.3435,0.003072,10.094,10.9773,91.0971,""
5777,1.024e+06,1,64,1,-1,0.2906,0.0006,0.046,0.3391,0.003072,10.3796,11,90.9091,""
5778,1.024e+06,1,64,1,-1,0.3329,0.0005,0.0601,0.3799,0.003072,10.1655,10.9965,90.938,""
5779,1.024e+06,1,64,1,-1,0.3342,0.0005,0.0474,0.295,0.002048,10.2538,10.9918,90.9769,""
5780,1.024e+06,1,64,1,-1,0.3711,0.0005,0.066,0.3562,0.002048,10.2089,10.9922,90.9736,""
5781,1.024e+06,1,64,1,-1,0.338,0.0004,0.0598,0.308,0.003072,10.2228,11.0293,90.6676,""
5782,1.024e+06,1,64,1,-1,0.3214,0.0006,0.0482,0.3204,0.003072,10.1499,11.0224,90.7243,""
5783,1.024e+06,1,64,1,-1,0.3418,0.0005,0.0691,0.3378,0.003072,10.3963,10.986,91.0249,""
5784,1.024e+06,1,64,1,-1,0.3616,0.0005,0.0653,0.3796,0.003072,10.161,11.0026,90.8876,""
5785,1.024e+06,1,64,1,-1,0.359,0.0006,0.0673,0.3371,0.003072,10.3167,10.9605,91.2367,""
5786,1.024e+06,1,64,1,-1,0.3292,0.0003,0.049,0.2717,0.002048,10.1905,11.0088,90.8364,""
5787,1.024e+06,1,64,1,-1,0.3105,0.0005,0.0481,0.2797,0.002048,10.2408,10.9997,90.9116,""
5788,1.024e+06,1,64,1,-1,0.3121,0.0005,0.0501,0.3455,0.002048,10.14,10.9637,91.2101,""
5789,1.024e+06,1,64,1,-1,0.3219,0.0004,0.0494,0.3668,0.002048,10.1544,10.9816,91.0614,""
5790,1.024e+06,1,64,1,-1,0.3343,0.0005,0.0479,0.2861,0.003072,10.0739,10.9372,91.4311,""
5791,1.024e+06,1,64,1,-1,0.3508,0.0005,0.0472,0.2793,0.003072,10.1633,11.0151,90.7845,""
5792,1.024e+06,1,64,1,-1,0.3415,0.0006,0.0638,0.2686,0.002048,10.2257,11.0131,90.801,""
5793,1.024e+06,1,64,1,-1,0.38,0.0005,0.0604,0.3832,0.003072,10.2225,11.0087,90.8372,""
5794,1.024e+06,1,64,1,-1,0.3604,0.0006,0.0634,0.3408,0.003072,10.1261,10.9906,90.9868,""
5795,1.024e+06,1,64,1,-1,0.3041,0.0003,0.0478,0.3494,0.003072,10.2426,11.0295,90.6659,""
5796,1.024e+06,1,64,1,-1,0.3303,0.0005,0.0486,0.2523,0.003072,10.158,10.9931,90.9662,""
5797,1.024e+06,1,64,1,-1,0.3074,0.0004,0.0481,0.2815,0.003072,10.2027,10.9634,91.2126,""
5798,1.024e+06,1,64,1,-1,0.3258,0.0005,0.0489,0.289,0.002048,10.332,10.9622,91.2226,""
5799,1.024e+06,1,64,1,-1,0.3618,0.0005,0.0591,0.3782,0.003072,10.1781,10.9992,90.9157,""
5800,1.024e+06,1,64,1,-1,0.284,0.0005,0.0463,0.2821,0.003072,10.258,10.934,91.4578,""
5801,1.024e+06,1,64,1,-1,0.3356,0.0008,0.0626,0.3193,0.002048,10.1717,10.9595,91.245,""
5802,1.024e+06,1,64,1,-1,0.3857,0.0006,0.0682,0.3537,0.003072,10.2127,11.0097,90.829,""
5803,1.024e+06,1,64,1,-1,0.3554,0.0006,0.0474,0.2909,0.002048,10.2065,10.9952,90.9488,""
5804,1.024e+06,1,64,1,-1,0.3465,0.0005,0.0487,0.3004,0.002048,10.2247,10.9792,91.0813,""
5805,1.024e+06,1,64,1,-1,0.3429,0.0005,0.0628,0.3231,0.003072,10.3843,10.9972,90.9322,""
5806,1.024e+06,1,64,1,-1,0.2799,0.0004,0.0473,0.2854,0.002048,10.3427,11.0163,90.7746,""
5807,1.024e+06,1,64,1,-1,0.3418,0.0005,0.0494,0.322,0.003072,10.2128,11.0972,90.1128,""
5808,1.024e+06,1,64,1,-1,0.3567,0.0004,0.0498,0.31,0.002048,10.1488,10.9691,91.1652,""
5809,1.024e+06,1,64,1,-1,0.3345,0.0005,0.0481,0.2785,0.003072,10.2317,11.0034,90.881,""
5810,1.024e+06,1,64,1,-1,0.4477,0.0005,0.0673,0.3613,0.00304,10.2955,11.0034,90.881,""
5811,1.024e+06,1,64,1,-1,0.3066,0.0005,0.0468,0.3174,0.003072,10.2272,10.9973,90.9314,""
5812,1.024e+06,1,64,1,-1,0.3733,0.0006,0.0741,0.3338,0.002048,10.3126,10.9356,91.4445,""
5813,1.024e+06,1,64,1,-1,0.2934,0.0005,0.0496,0.3396,0.002048,10.2187,11.1301,89.8465,""
5814,1.024e+06,1,64,1,-1,0.2946,0.0004,0.0503,0.2926,0.003072,10.0476,10.9439,91.3751,""
5815,1.024e+06,1,64,1,-1,0.3173,0.0005,0.0502,0.2729,0.003072,10.2879,11.0547,90.4593,""
5816,1.024e+06,1,64,1,-1,0.3152,0.0004,0.0487,0.3256,0.002048,10.3906,11.0164,90.7738,""
5817,1.024e+06,1,64,1,-1,0.3138,0.0004,0.0473,0.3332,0.003072,10.1823,10.941,91.3993,""
5818,1.024e+06,1,64,1,-1,0.3317,0.0005,0.064,0.2877,0.003072,10.3123,10.9787,91.0855,""
5819,1.024e+06,1,64,1,-1,0.3156,0.0005,0.0499,0.2743,0.002048,10.2561,11.0512,90.4879,""
