frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
1074,1.024e+06,1,64,1,-1,0.3232,0.0004,0.0467,0.2933,0.003072,11.0737,11.9574,83.6302,""
1075,1.024e+06,1,64,1,-1,0.3163,0.0004,0.0464,0.3343,0.003072,11.0984,11.9342,83.7928,""
1076,1.024e+06,1,64,1,-1,0.3518,0.0003,0.0479,0.2689,0.003072,11.1077,11.8837,84.1489,""
1077,1.024e+06,1,64,1,-1,0.3288,0.0005,0.0465,0.3209,0.002048,11.2518,11.9233,83.8694,""
1078,1.024e+06,1,64,1,-1,0.4158,0.0006,0.0661,0.355,0.002048,11.1282,11.923,83.8715,""
1079,1.024e+06,1,64,1,-1,0.2928,0.0006,0.0484,0.2752,0.002048,11.2017,11.9347,83.7893,""
1080,1.024e+06,1,64,1,-1,0.1574,0.0004,0.0474,0.3325,0.003072,11.0456,11.8939,84.0767,""
1081,1.024e+06,1,64,1,-1,0.3034,0.0003,0.0476,0.3532,0.002048,11.0834,11.9012,84.0251,""
1082,1.024e+06,1,64,1,-1,0.314,0.0005,0.0482,0.2818,0.003072,11.2943,11.9229,83.8722,""
1083,1.024e+06,1,64,1,-1,0.3359,0.0006,0.064,0.332,0.003008,11.1422,11.8768,84.1978,""
1084,1.024e+06,1,64,1,-1,0.2905,0.0004,0.0466,0.3144,0.002048,11.1883,11.91,83.9631,""
1085,1.024e+06,1,64,1,-1,0.3669,0.0006,0.0629,0.3463,0.002048,11.0743,11.9101,83.9624,""
1086,1.024e+06,1,64,1,-1,0.3307,0.0004,0.0512,0.3877,0.002048,11.0378,11.8688,84.2545,""
1087,1.024e+06,1,64,1,-1,0.3174,0.0005,0.0481,0.278,0.003072,11.0535,11.8857,84.1347,""
1088,1.024e+06,1,64,1,-1,0.3673,0.0007,0.0647,0.3857,0.002048,11.0441,11.8392,84.4652,""
1089,1.024e+06,1,64,1,-1,0.2977,0.0004,0.0511,0.2848,0.003072,11.0457,11.8408,84.4538,""
1090,1.024e+06,1,64,1,-1,0.3523,0.0005,0.0666,0.3063,0.002048,11.1871,11.8664,84.2716,""
1091,1.024e+06,1,64,1,-1,0.3345,0.0004,0.0469,0.328,0.002048,11.0074,11.8464,84.4138,""
1092,1.024e+06,1,64,1,-1,0.3279,0.0005,0.0637,0.3508,0.002048,11.1263,11.8863,84.1305,""
1093,1.024e+06,1,64,1,-1,0.3687,0.0005,0.0627,0.353,0.003072,11.3554,11.9392,83.7577,""
1094,1.024e+06,1,64,1,-1,0.3443,0.0005,0.0613,0.2999,0.00192,11.0232,11.8056,84.7056,""
1095,1.024e+06,1,64,1,-1,0.3452,0.0005,0.0459,0.3358,0.003072,11.182,11.8799,84.1758,""
1096,1.024e+06,1,64,1,-1,0.3724,0.0005,0.0501,0.3094,0.002048,10.959,11.8382,84.4723,""
1097,1.024e+06,1,64,1,-1,0.3752,0.0006,0.0615,0.3004,0.002976,11.0631,11.8649,84.2822,""
1098,1.024e+06,1,64,1,-1,0.3506,0.0005,0.0621,0.3684,0.002048,11.1759,11.8588,84.3256,""
1099,1.024e+06,1,64,1,-1,0.3692,0.0005,0.0619,0.3906,0.002048,11.1022,11.9057,83.9934,""
1100,1.024e+06,1,64,1,-1,0.3353,0.0005,0.0459,0.2901,0.002048,10.9976,11.7987,84.7551,""
1101,1.024e+06,1,64,1,-1,0.3296,0.0006,0.0526,0.3066,0.002048,11.1401,11.8199,84.6031,""
1102,1.024e+06,1,64,1,-1,0.3648,0.0005,0.0647,0.3109,0.003072,11.1178,11.8256,84.5623,""
1103,1.024e+06,1,64,1,-1,0.3,0.0005,0.06,0.3118,0.002048,11.1938,11.9039,84.0061,""
1104,1.024e+06,1,64,1,-1,0.3564,0.0005,0.0623,0.3889,0.003072,10.9585,11.7335,85.2261,""
1105,1.024e+06,1,64,1,-1,0.3447,0.0006,0.0619,0.2924,0.002048,10.9326,11.8322,84.5151,""
1106,1.024e+06,1,64,1,-1,0.3538,0.0006,0.0512,0.3459,0.002048,11.0231,11.78,84.8896,""
1107,1.024e+06,1,64,1,-1,0.316,0.0005,0.0462,0.2906,0.002912,11.1543,11.8049,84.7106,""
1108,1.024e+06,1,64,1,-1,0.2935,0.0006,0.0478,0.2795,0.003072,10.897,11.8257,84.5616,""
1109,1.024e+06,1,64,1,-1,0.3398,0.0005,0.0478,0.3115,0.002048,11.0446,11.8313,84.5216,""
1110,1.024e+06,1,64,1,-1,0.3732,0.0005,0.0645,0.3018,0.003072,11.0874,11.9454,83.7142,""
1111,1.024e+06,1,64,1,-1,0.3802,0.0006,0.0613,0.3517,0.00304,10.8906,11.8007,84.7407,""
1112,1.024e+06,1,64,1,-1,0.3433,0.0005,0.064,0.3324,0.003072,11.0087,11.7658,84.9921,""
1113,1.024e+06,1,64,1,-1,0.36,0.0004,0.0487,0.2985,0.002048,11.101,11.7895,84.8212,""
1114,1.024e+06,1,64,1,-1,0.3286,0.0006,0.0597,0.3645,0.003072,10.9687,11.7585,85.0449,""
1115,1.024e+06,1,64,1,-1,0.3539,0.0007,0.0619,0.3876,0.002048,11.035,11.8215,84.5916,""
1116,1.024e+06,1,64,1,-1,0.3523,0.0007,0.0654,0.3391,0.003072,11.0751,11.7795,84.8932,""
1117,1.024e+06,1,64,1,-1,0.3598,0.0006,0.0643,0.3458,0.002048,11.1135,11.7822,84.8738,""
1118,1.024e+06,1,64,1,-1,0.3512,0.0006,0.0638,0.4083,0.002048,11.0574,11.7642,85.0037,""
1119,1.024e+06,1,64,1,-1,0.3334,0.0006,0.0503,0.2643,0.003072,11.1425,11.9336,83.797,""
1120,1.024e+06,1,64,1,-1,0.3016,0.0005,0.0571,0.4491,0.003072,10.898,11.8118,84.6611,""
1121,1.024e+06,1,64,1,-1,0.2944,0.0005,0.0489,0.3009,0.002048,11.0587,12.1315,82.43,""
1122,1.024e+06,1,64,1,-1,0.3657,0.0006,0.0481,0.2791,0.003008,11.0255,11.769,84.969,""
1123,1.024e+06,1,64,1,-1,0.3389,0.0004,0.0478,0.3066,0.002912,10.9488,11.7588,85.0427,""
1124,1.024e+06,1,64,1,-1,0.31,0.0005,0.047,0.2709,0.002048,10.9176,11.745,85.1426,""
1125,1.024e+06,1,64,1,-1,0.3306,0.0005,0.052,0.3305,0.003072,11.1067,11.7946,84.7846,""
1126,1.024e+06,1,64,1,-1,0.3481,0.0005,0.0657,0.3004,0.003072,11.0083,11.7616,85.0224,""
1127,1.024e+06,1,64,1,-1,0.3632,0.0007,0.0636,0.3604,0.002048,10.94,11.7685,84.9726,""
1128,1.024e+06,1,64,1,-1,0.3985,0.0005,0.0643,0.436,0.002048,10.929,11.7335,85.2261,""
1129,1.024e+06,1,64,1,-1,0.3313,0.0007,0.0463,0.2649,0.003072,11.1938,11.8385,84.4702,""
1130,1.024e+06,1,64,1,-1,0.3216,0.0005,0.0504,0.2827,0.002048,11.7173,12.3351,81.0695,""
1131,1.024e+06,1,64,1,-1,0.3191,0.0005,0.0485,0.2769,0.003072,10.9098,11.7681,84.9755,""
1132,1.024e+06,1,64,1,-1,0.3323,0.0002,0.0477,0.2533,0.003072,10.9599,11.7367,85.2028,""
1133,1.024e+06,1,64,1,-1,0.3083,0.0004,0.0494,0.2963,0.002048,11.0084,11.7918,84.8047,""
1134,1.024e+06,1,64,1,-1,0.3287,0.0005,0.0635,0.3404,0.002048,11.0953,11.7866,84.8421,""
1135,1.024e+06,1,64,1,-1,0.3346,0.0005,0.0489,0.3039,0.002048,10.9794,11.7385,85.1898,""
1136,1.024e+06,1,64,1,-1,0.3079,0.0005,0.0484,0.2892,0.002912,10.9207,11.7656,84.9935,""
1137,1.024e+06,1,64,1,-1,0.3,0.0005,0.048,0.3656,0.003072,11.0364,11.8121,84.659,""
1138,1.024e+06,1,64,1,-1,0.3025,0.0005,0.0474,0.2788,0.002048,11.011,11.8724,84.229,""
1139,1.024e+06,1,64,1,-1,0.3192,0.0005,0.0493,0.2893,0.002048,10.9104,11.8583,84.3291,""
1140,1.024e+06,1,64,1,-1,0.3828,0.0006,0.0775,0.3299,0.003072,11.1012,11.7591,85.0405,""
1141,1.024e+06,1,64,1,-1,0.3576,0.0005,0.0663,0.3583,0.002048,10.8494,11.869,84.2531,""
1142,1.024e+06,1,64,1,-1,0.3194,0.0005,0.0477,0.3042,0.003072,10.9733,11.799,84.7529,""
1143,1.024e+06,1,64,1,-1,0.3043,0.0004,0.0467,0.255,0.003072,11.1039,11.8002,84.7443,""
1144,1.024e+06,1,64,1,-1,0.3397,0.0005,0.0658,0.3268,0.003072,11.0334,11.8027,84.7264,""
1145,1.024e+06,1,64,1,-1,0.3357,0.0005,0.0486,0.3142,0.002048,11.1774,11.8169,84.6246,""
1146,1.024e+06,1,64,1,-1,0.3227,0.0006,0.0627,0.3882,0.003072,11.0406,11.7754,84.9228,""
1147,1.024e+06,1,64,1,-1,0.3179,0.0004,0.0478,0.3135,0.002048,11.0305,11.7553,85.068,""
1148,1.024e+06,1,64,1,-1,0.3268,0.0005,0.0484,0.3137,0.002048,10.9186,11.7647,85,""
1149,1.024e+06,1,64,1,-1,0.3704,0.0006,0.0617,0.3679,0.003008,10.9708,11.7563,85.0608,""
1150,1.024e+06,1,64,1,-1,0.3953,0.0006,0.0769,0.3631,0.003072,10.9563,11.774,84.9329,""
1151,1.024e+06,1,64,1,-1,0.2864,0.0005,0.0475,0.2624,0.002048,11.1501,11.9253,83.8553,""
1152,1.024e+06,1,64,1,-1,0.3632,0.0004,0.0491,0.2854,0.002976,10.9642,11.7734,84.9372,""
1153,1.024e+06,1,64,1,-1,0.3046,0.0004,0.0486,0.3522,0.003072,10.9449,11.805,84.7099,""
1154,1.024e+06,1,64,1,-1,0.3378,0.0004,0.0482,0.3121,0.002048,11.0504,11.8137,84.6475,""
1155,1.024e+06,1,64,1,-1,0.3226,0.0005,0.0607,0.2682,0.002048,10.9797,11.7977,84.7623,""
1156,1.024e+06,1,64,1,-1,0.3634,0.0005,0.0611,0.3949,0.002048,11.0336,11.8094,84.6783,""
1157,1.024e+06,1,64,1,-1,0.3559,0.0006,0.0485,0.3036,0.003072,11.1283,11.7743,84.9307,""
1158,1.024e+06,1,64,1,-1,0.3002,0.0004,0.0459,0.2415,0.003072,11.0472,11.7685,84.9726,""
1159,1.024e+06,1,64,1,-1,0.3428,0.0004,0.0463,0.2716,0.003072,10.9199,11.8162,84.6296,""
1160,1.024e+06,1,64,1,-1,0.3808,0.0006,0.0624,0.4169,0.003072,10.9792,11.7668,84.9849,""
1161,1.024e+06,1,64,1,-1,0.3627,0.0006,0.0494,0.2893,0.002048,11.0116,11.8235,84.5773,""
1162,1.024e+06,1,64,1,-1,0.3375,0.0005,0.0503,0.286,0.003072,10.9543,11.8254,84.5637,""
1163,1.024e+06,1,64,1,-1,0.3598,0.0007,0.0627,0.3804,0.002048,10.9436,11.867,84.2673,""
1164,1.024e+06,1,64,1,-1,0.3713,0.0007,0.0629,0.3879,0.003072,11.1139,11.7648,84.9993,""
1165,1.024e+06,1,64,1,-1,0.3933,0.0006,0.0631,0.3239,0.002048,11.1017,11.7957,84.7767,""
1166,1.024e+06,1,64,1,-1,0.3512,0.0005,0.0478,0.2815,0.003072,10.9092,11.7565,85.0593,""
1167,1.024e+06,1,64,1,-1,0.3542,0.0004,0.0654,0.3367,0.003072,10.7881,12.0342,83.0965,""
1168,1.024e+06,1,64,1,-1,0.3755,0.0005,0.07,0.4194,0.003072,11.0344,11.799,84.7529,""
1169,1.024e+06,1,64,1,-1,0.3087,0.0005,0.0471,0.3338,0.002048,11.1506,11.807,84.6955,""
1170,1.024e+06,1,64,1,-1,0.3625,0.0005,0.0582,0.3884,0.003072,10.976,11.7717,84.9495,""
1171,1.024e+06,1,64,1,-1,0.31,0.0005,0.0465,0.2827,0.003072,11.0502,11.8159,84.6317,""
1172,1.024e+06,1,64,1,-1,0.3425,0.0006,0.0627,0.3604,0.00288,11.0156,11.815,84.6382,""
1173,1.024e+06,1,64,1,-1,0.3258,0.0006,0.0451,0.3253,0.003072,11.1606,11.8232,84.5795,""
1174,1.024e+06,1,64,1,-1,0.3505,0.0005,0.0484,0.3547,0.003072,11.0564,11.8632,84.2943,""
1175,1.024e+06,1,64,1,-1,0.3688,0.0005,0.0472,0.3156,0.002048,11.0324,11.8777,84.1914,""
1176,1.024e+06,1,64,1,-1,0.297,0.0005,0.0448,0.2658,0.002048,11.1003,11.8971,84.0541,""
1177,1.024e+06,1,64,1,-1,0.3385,0.0005,0.0476,0.2713,0.00288,11.2174,11.8687,84.2552,""
1178,1.024e+06,1,64,1,-1,0.3315,0.0003,0.0496,0.2825,0.003008,11.0139,11.8067,84.6977,""
1179,1.024e+06,1,64,1,-1,0.3708,0.0005,0.0641,0.3913,0.003072,11.0963,11.8567,84.3405,""
1180,1.024e+06,1,64,1,-1,0.3486,0.0005,0.0652,0.3828,0.003072,11.0451,11.8898,84.1057,""
1181,1.024e+06,1,64,1,-1,0.3397,0.0006,0.0641,0.3159,0.002048,11.11,11.9153,83.9257,""
1182,1.024e+06,1,64,1,-1,0.3625,0.0006,0.0629,0.3644,0.003072,11.0214,11.8714,84.2361,""
1183,1.024e+06,1,64,1,-1,0.3101,0.0005,0.0475,0.3049,0.002048,11.1123,11.8749,84.2112,""
1184,1.024e+06,1,64,1,-1,0.3238,0.0005,0.0485,0.2891,0.002048,11.2061,11.8815,84.1645,""
1185,1.024e+06,1,64,1,-1,0.316,0.0005,0.0486,0.2887,0.003072,11.0192,11.927,83.8434,""
1186,1.024e+06,1,64,1,-1,0.3084,0.0005,0.0606,0.361,0.002048,11.1477,11.8401,84.4587,""
1187,1.024e+06,1,64,1,-1,0.3278,0.0006,0.0495,0.2887,0.00288,11.2043,11.8381,84.473,""
1188,1.024e+06,1,64,1,-1,0.3427,0.0005,0.0466,0.3435,0.003072,11.1113,11.868,84.2602,""
1189,1.024e+06,1,64,1,-1,0.2965,0.0005,0.0487,0.2756,0.00304,11.1068,11.8864,84.1298,""
1190,1.024e+06,1,64,1,-1,0.3692,0.0006,0.0609,0.316,0.002048,11.1105,11.8944,84.0732,""
1191,1.024e+06,1,64,1,-1,0.2996,0.0006,0.0482,0.2852,0.003072,11.3289,11.9341,83.7935,""
1192,1.024e+06,1,64,1,-1,0.317,0.0004,0.0485,0.2777,0.003072,11.1541,11.8527,84.369,""
1193,1.024e+06,1,64,1,-1,0.3733,0.0005,0.0483,0.3,0.002048,11.0643,11.9096,83.9659,""
1194,1.024e+06,1,64,1,-1,0.3589,0.0006,0.0652,0.3698,0.003072,11.1951,12.0282,83.138,""
1195,1.024e+06,1,64,1,-1,0.3292,0.0006,0.0647,0.3189,0.003072,11.0152,11.9017,84.0216,""
1196,1.024e+06,1,64,1,-1,0.339,0.0006,0.0457,0.3182,0.002048,11.1206,11.8911,84.0965,""
1197,1.024e+06,1,64,1,-1,0.3107,0.0005,0.0632,0.3727,0.003072,11.1725,11.8931,84.0824,""
1198,1.024e+06,1,64,1,-1,0.3111,0.0004,0.0465,0.2979,0.003072,11.0687,11.8936,84.0788,""
1199,1.024e+06,1,64,1,-1,0.3407,0.0005,0.0623,0.3537,0.002944,11.0471,11.8824,84.1581,""
1200,1.024e+06,1,64,1,-1,0.1764,0.0005,0.0633,0.6718,0.002048,11.3279,11.9775,83.4899,""
1201,1.024e+06,1,64,1,-1,0.3165,0.0005,0.0475,0.3397,0.002048,11.1691,11.9702,83.5408,""
1202,1.024e+06,1,64,1,-1,0.3347,0.0006,0.0664,0.4165,0.003072,11.0266,11.9354,83.7844,""
1203,1.024e+06,1,64,1,-1,0.3675,0.0006,0.0632,0.375,0.002048,11.1795,11.9541,83.6533,""
1204,1.024e+06,1,64,1,-1,0.3704,0.0008,0.0666,0.3858,0.003072,11.2445,11.9463,83.7079,""
1205,1.024e+06,1,64,1,-1,0.3503,0.0007,0.0516,0.3611,0.003008,11.1292,11.9729,83.522,""
1206,1.024e+06,1,64,1,-1,0.3571,0.0005,0.0486,0.3231,0.00288,11.3099,11.9518,83.6694,""
1207,1.024e+06,1,64,1,-1,0.3719,0.0028,0.065,0.388,0.002048,11.2901,11.9537,83.6561,""
1208,1.024e+06,1,64,1,-1,0.333,0.0005,0.0481,0.2722,0.002048,11.2291,11.9315,83.8118,""
1209,1.024e+06,1,64,1,-1,0.3464,0.0005,0.0494,0.3257,0.003072,11.1371,11.9289,83.83,""
1210,1.024e+06,1,64,1,-1,0.3488,0.0004,0.0648,0.3709,0.00304,11.17,11.872,84.2318,""
1211,1.024e+06,1,64,1,-1,0.3692,0.0006,0.0642,0.3331,0.00304,10.8707,11.9433,83.729,""
1212,1.024e+06,1,64,1,-1,0.3197,0.0005,0.0561,0.3126,0.003072,11.163,11.9745,83.5108,""
1213,1.024e+06,1,64,1,-1,0.3691,0.0007,0.0659,0.3588,0.002976,11.3331,11.9342,83.7928,""
1214,1.024e+06,1,64,1,-1,0.3519,0.0005,0.0648,0.3757,0.003072,11.2177,11.8943,84.0739,""
1215,1.024e+06,1,64,1,-1,0.3087,0.0004,0.0504,0.3311,0.002048,11.0121,11.8998,84.035,""
1216,1.024e+06,1,64,1,-1,0.3387,0.0005,0.0471,0.3031,0.002048,11.2443,11.9406,83.7479,""
1217,1.024e+06,1,64,1,-1,0.3388,0.0007,0.0586,0.2773,0.002048,11.3136,12.0198,83.1961,""
1218,1.024e+06,1,64,1,-1,0.3698,0.0006,0.0656,0.3692,0.003072,11.1146,11.9359,83.7809,""
1219,1.024e+06,1,64,1,-1,0.3587,0.0005,0.0537,0.3321,0.003072,11.0869,11.9313,83.8132,""
1220,1.024e+06,1,64,1,-1,0.3445,0.0004,0.0468,0.269,0.002048,11.0732,11.9179,83.9074,""
1221,1.024e+06,1,64,1,-1,0.3412,0.0005,0.0485,0.2997,0.003072,11.2451,11.9267,83.8455,""
1222,1.024e+06,1,64,1,-1,0.2931,0.0003,0.0458,0.3017,0.003072,11.0809,11.9094,83.9673,""
1223,1.024e+06,1,64,1,-1,0.2877,0.0005,0.0464,0.28,0.002048,11.2539,11.9478,83.6974,""
1224,1.024e+06,1,64,1,-1,0.3423,0.0006,0.0579,0.2746,0.003072,11.1029,11.9032,84.011,""
1225,1.024e+06,1,64,1,-1,0.3294,0.0007,0.0642,0.3416,0.002048,11.2579,11.9494,83.6862,""
1226,1.024e+06,1,64,1,-1,0.3316,0.0004,0.0449,0.3433,0.003072,11.2963,11.9491,83.6883,""
1227,1.024e+06,1,64,1,-1,0.3011,0.0004,0.0479,0.2987,0.003072,11.183,11.9361,83.7795,""
1228,1.024e+06,1,64,1,-1,0.3104,0.0005,0.0473,0.3164,0.002048,11.5071,12.1214,82.4987,""
1229,1.024e+06,1,64,1,-1,0.3333,0.0005,0.0466,0.3186,0.002048,11.2416,12.0089,83.2716,""
1230,1.024e+06,1,64,1,-1,0.4031,0.0005,0.0649,0.2759,0.002048,11.2983,11.9519,83.6687,""
1231,1.024e+06,1,64,1,-1,0.3372,0.0006,0.048,0.3195,0.003072,11.1705,11.9581,83.6253,""
1232,1.024e+06,1,64,1,-1,0.3224,0.0003,0.0467,0.3678,0.002912,11.141,11.9053,83.9962,""
1233,1.024e+06,1,64,1,-1,0.3304,0.0004,0.0495,0.2816,0.002944,11.1735,11.9808,83.4669,""
1234,1.024e+06,1,64,1,-1,0.3377,0.0006,0.0545,0.2553,0.003072,11.22,11.9889,83.4105,""
1235,1.024e+06,1,64,1,-1,0.3902,0.0005,0.0696,0.3494,0.002048,11.319,11.9489,83.6897,""
1236,1.024e+06,1,64,1,-1,0.3401,0.0005,0.0467,0.2971,0.003072,11.2324,11.8943,84.0739,""
1237,1.024e+06,1,64,1,-1,0.3564,0.0005,0.0496,0.2977,0.003072,11.353,11.9764,83.4975,""
1238,1.024e+06,1,64,1,-1,0.3351,0.0005,0.0644,0.4015,0.003072,11.1718,11.9914,83.3931,""
1239,1.024e+06,1,64,1,-1,0.3522,0.0004,0.0527,0.3388,0.003072,11.3283,11.9601,83.6113,""
1240,1.024e+06,1,64,1,-1,0.2822,0.0006,0.0461,0.2479,0.003072,11.1671,11.983,83.4516,""
1241,1.024e+06,1,64,1,-1,0.3431,0.0005,0.0648,0.3931,0.002912,11.162,12.1199,82.5089,""
1242,1.024e+06,1,64,1,-1,0.3154,0.0004,0.0496,0.3022,0.003072,11.1893,11.9339,83.7949,""
1243,1.024e+06,1,64,1,-1,0.3588,0.0006,0.0706,0.3872,0.003072,11.1521,11.9207,83.8877,""
1244,1.024e+06,1,64,1,-1,0.3318,0.0004,0.0488,0.2698,0.002048,11.1117,11.932,83.8082,""
1245,1.024e+06,1,64,1,-1,0.358,0.0006,0.0693,0.3165,0.003072,11.3682,12.1932,82.0129,""
1246,1.024e+06,1,64,1,-1,0.3716,0.0005,0.0483,0.2817,0.003072,11.1053,11.9244,83.8617,""
1247,1.024e+06,1,64,1,-1,0.3115,0.0006,0.0457,0.2835,0.003072,11.2948,11.923,83.8715,""
1248,1.024e+06,1,64,1,-1,0.3617,0.0006,0.0644,0.3332,0.00288,11.2332,11.9892,83.4084,""
1249,1.024e+06,1,64,1,-1,0.3467,0.0006,0.0665,0.3886,0.003072,11.021,11.9558,83.6414,""
1250,1.024e+06,1,64,1,-1,0.3129,0.0005,0.0467,0.2809,0.003072,11.3179,11.9241,83.8638,""
1251,1.024e+06,1,64,1,-1,0.3061,0.0005,0.0497,0.3332,0.003072,11.2967,11.9929,83.3827,""
1252,1.024e+06,1,64,1,-1,0.308,0.0006,0.0487,0.3226,0.002048,11.2744,12.0627,82.9002,""
1253,1.024e+06,1,64,1,-1,0.3512,0.0005,0.0651,0.3915,0.002048,10.8386,12.0157,83.2244,""
1254,1.024e+06,1,64,1,-1,0.3991,0.0006,0.0707,0.4005,0.002048,10.9316,12.0166,83.2182,""
1255,1.024e+06,1,64,1,-1,0.296,0.0004,0.0462,0.2618,0.003072,11.2566,11.9318,83.8097,""
1256,1.024e+06,1,64,1,-1,0.3433,0.0006,0.057,0.3,0.003072,10.8179,11.9424,83.7353,""
1257,1.024e+06,1,64,1,-1,0.3281,0.0004,0.0489,0.2933,0.002976,10.9913,11.9626,83.5939,""
1258,1.024e+06,1,64,1,-1,0.348,0.0005,0.0515,0.3187,0.002048,11.1763,11.941,83.7451,""
1259,1.024e+06,1,64,1,-1,0.3129,0.0004,0.0469,0.2629,0.00288,11.4058,11.9987,83.3424,""
1260,1.024e+06,1,64,1,-1,0.2992,0.0005,0.0482,0.2964,0.003072,11.2737,11.9896,83.4056,""
1261,1.024e+06,1,64,1,-1,0.3351,0.0007,0.0641,0.3525,0.003072,11.0817,11.9269,83.8441,""
1262,1.024e+06,1,64,1,-1,0.3287,0.0005,0.0631,0.3479,0.002048,11.133,11.9032,84.011,""
1263,1.024e+06,1,64,1,-1,0.3019,0.0005,0.0503,0.3056,0.003072,11.2279,12.0189,83.2023,""
1264,1.024e+06,1,64,1,-1,0.3645,0.0005,0.0481,0.2844,0.002048,10.9499,11.9163,83.9187,""
1265,1.024e+06,1,64,1,-1,0.3484,0.0005,0.0629,0.3175,0.002048,11.4755,12.1235,82.4844,""
1266,1.024e+06,1,64,1,-1,0.3865,0.0004,0.0502,0.3623,0.00288,11.2533,11.8606,84.3128,""
1267,1.024e+06,1,64,1,-1,0.3004,0.0004,0.0487,0.2601,0.003072,11.2837,11.9852,83.4362,""
1268,1.024e+06,1,64,1,-1,0.3328,0.0005,0.047,0.293,0.003072,11.2689,12.0816,82.7705,""
1269,1.024e+06,1,64,1,-1,0.3782,0.0005,0.0627,0.3608,0.003072,11.2707,11.9361,83.7795,""
1270,1.024e+06,1,64,1,-1,0.3305,0.0004,0.047,0.2773,0.003072,11.2084,12.0359,83.0848,""
1271,1.024e+06,1,64,1,-1,0.3071,0.0005,0.0463,0.2896,0.003072,12.0729,12.8577,77.7744,""
1272,1.024e+06,1,64,1,-1,0.3456,0.0005,0.0572,0.2836,0.003072,11.2852,11.9053,83.9962,""
1273,1.024e+06,1,64,1,-1,0.3108,0.0005,0.047,0.2711,0.002048,11.2693,11.9623,83.596,""
1274,1.024e+06,1,64,1,-1,0.319,0.0006,0.0469,0.3104,0.003072,11.0935,11.9647,83.5792,""
1275,1.024e+06,1,64,1,-1,0.3309,0.0006,0.0737,0.3245,0.003072,11.1786,11.8849,84.1404,""
1276,1.024e+06,1,64,1,-1,0.3813,0.0006,0.0575,0.3036,0.002048,11.2786,11.8997,84.0357,""
1277,1.024e+06,1,64,1,-1,0.311,0.0005,0.0477,0.3363,0.002048,11.1679,11.8941,84.0753,""
1278,1.024e+06,1,64,1,-1,0.3344,0.0004,0.0465,0.2921,0.003072,11.259,11.9076,83.98,""
1279,1.024e+06,1,64,1,-1,0.3905,0.0005,0.064,0.3631,0.003008,11.2115,11.8616,84.3057,""
1280,1.024e+06,1,64,1,-1,0.3498,0.0007,0.0475,0.2779,0.003008,11.0712,11.8805,84.1715,""
1281,1.024e+06,1,64,1,-1,0.3085,0.0005,0.0471,0.3236,0.003072,11.1243,11.892,84.0901,""
1282,1.024e+06,1,64,1,-1,0.327,0.0005,0.0639,0.3242,0.003072,11.2588,12.046,83.0151,""
1283,1.024e+06,1,64,1,-1,0.361,0.0006,0.0629,0.3165,0.002048,11.2204,11.9243,83.8624,""
1284,1.024e+06,1,64,1,-1,0.3621,0.0005,0.0627,0.3733,0.003072,11.018,11.9078,83.9786,""
1285,1.024e+06,1,64,1,-1,0.335,0.0005,0.0643,0.3594,0.00288,11.1445,11.8966,84.0576,""
1286,1.024e+06,1,64,1,-1,0.3793,0.0007,0.071,0.3218,0.002048,11.1299,11.9279,83.8371,""
1287,1.024e+06,1,64,1,-1,0.3053,0.0005,0.0507,0.3286,0.003072,11.2277,11.9764,83.4975,""
1288,1.024e+06,1,64,1,-1,0.355,0.0003,0.0525,0.3661,0.003072,11.101,11.9152,83.9264,""
1289,1.024e+06,1,64,1,-1,0.3118,0.0003,0.0462,0.2869,0.002048,10.7321,12.0099,83.2646,""
1290,1.024e+06,1,64,1,-1,0.3476,0.0005,0.064,0.3182,0.003072,11.1655,11.9581,83.6253,""
1291,1.024e+06,1,64,1,-1,0.3639,0.0004,0.0651,0.3701,0.003072,10.6492,11.9087,83.9722,""
1292,1.024e+06,1,64,1,-1,0.3651,0.0008,0.066,0.3689,0.003072,11.187,11.9409,83.7458,""
1293,1.024e+06,1,64,1,-1,0.3122,0.0005,0.0493,0.3109,0.002912,11.0056,11.8599,84.3177,""
1294,1.024e+06,1,64,1,-1,0.3545,0.0005,0.0521,0.3438,0.003072,11.0158,11.9172,83.9123,""
1295,1.024e+06,1,64,1,-1,0.2996,0.0004,0.0485,0.3713,0.003072,11.1225,11.9033,84.0103,""
1296,1.024e+06,1,64,1,-1,0.3518,0.0005,0.053,0.2884,0.003072,11.1063,11.8815,84.1645,""
1297,1.024e+06,1,64,1,-1,0.3011,0.0006,0.048,0.3068,0.002912,11.1285,11.884,84.1468,""
1298,1.024e+06,1,64,1,-1,0.3309,0.0007,0.0484,0.3452,0.00304,11.1867,11.8746,84.2134,""
1299,1.024e+06,1,64,1,-1,0.3515,0.0006,0.046,0.2998,0.002912,11.136,11.9166,83.9166,""
1300,1.024e+06,1,64,1,-1,0.3653,0.0005,0.0694,0.4097,0.002048,11.0995,11.8745,84.2141,""
1301,1.024e+06,1,64,1,-1,0.3682,0.0004,0.0595,0.358,0.002912,11.1227,11.9029,84.0131,""
1302,1.024e+06,1,64,1,-1,0.369,0.0006,0.0603,0.4019,0.002048,11.0649,11.8264,84.5566,""
1303,1.024e+06,1,64,1,-1,0.3741,0.0005,0.0663,0.3284,0.003072,11.1181,11.8737,84.2197,""
